,location,salary,sector
522,Dallas,36410.329171396144,Experienced (Non-Manager)
523,Cloud Engineer,161245.74347332577,IT/Software Development
524,Dallas,119633.93870601589,Experienced (Non-Manager)
525,Dallas,156044.26787741203,Experienced (Non-Manager)
526,DallasTX,33809.591373439274,Accounting/Finance/Insurance
527,Columbus,26007.37797956867,Manager (Manager/Supervisor of Staff)
528,Columbus,34329.73893303065,Manager (Manager/Supervisor of Staff)
529,Dallas,30168.55845629966,Entry Level
530,Dallas,40571.50964812713,Experienced (Non-Manager)
531,Dallas,43692.39500567537,Experienced (Non-Manager)
532,Dallas,93626.56072644722,IT/Software Development
533,Dallas,30168.55845629966,Experienced (Non-Manager)
534,Dallas,26007.37797956867,Experienced (Non-Manager)
535,Richardson,28087.96821793417,Medical/Health
536,Dallas,26007.37797956867,Experienced (Non-Manager)
537,Columbus,26007.37797956867,Experienced (Non-Manager)
538,Dallas,27734.267877412032,Quality Assurance/Safety
539,Dallas,27047.67309875142,Experienced (Non-Manager)
540,Dallas,34329.73893303065,Experienced (Non-Manager)
541,Columbus,14564.131668558457,Customer Support/Client Care
542,Dallas,27047.67309875142,Entry Level
543,Irving,46813.28036322361,IT/Software Development
544,Dallas,52014.75595913734,Logistics/Transportation
545,Dallas,113392.16799091942,Experienced (Non-Manager)
546,Irving,37450.62429057889,Experienced (Non-Manager)
547,Dallas,29128.263337116914,Experienced (Non-Manager)
548,Carson,33289.4438138479,Logistics/Transportation
549,Bothell,32249.148694665157,Career Level Experienced (Non-Manager)
550,Carrollton,32249.148694665157,Experienced (Non-Manager)
551,Pomona,32249.148694665157,Entry Level
552,Corpus Christi,31729.00113507378,Medical/Health
553,Uhrichsville,83223.60953461975,Experienced (Non-Manager)
554,Fort Mill,29648.410896708287,Medical/Health
555,Westfield,100908.62656072645,Experienced (Non-Manager)
556,Moore,33289.4438138479,Entry Level
557,Miami,24967.082860385926,Student (High School)
558,Bellingham,40571.50964812713,Experienced (Non-Manager)
559,Columbus,46813.28036322361,Experienced (Non-Manager)
560,Ukiah,28941.01021566402,Experienced (Non-Manager)
561,Irvine,46813.28036322361,Experienced (Non-Manager)
562,Greer,41611.80476730988,Experienced (Non-Manager)
563,San Francisco,114432.46311010217,Experienced (Non-Manager)
564,Olathe,24738.217934165725,Entry Level
565,San Jose,33289.4438138479,Experienced (Non-Manager)
566,Geneva,19765.607264472193,Experienced (Non-Manager)
567,Maryland Heights,18205.164585698072,Entry Level
568,Rockville,33289.4438138479,Medical/Health
569,Bluffton,33289.4438138479,Experienced (Non-Manager)
570,Pleasant Hill,19245.459704880817,Student (Undergraduate/Graduate)
571,San Francisco,60337.11691259932,Experienced (Non-Manager)
572,Victor,46813.28036322361,Manager (Manager/Supervisor of Staff)
573,Indiana,38490.919409761635,Experienced (Non-Manager)
574,Madison,14761.787741203178,General/Other: Food Services
575,Boston,20805.90238365494,Medical/Health
576,Brooklyn,109230.98751418843,Manager (Manager/Supervisor of Staff)
577,Newark,18725.312145289445,Entry Level
578,Plantation,29128.263337116914,Experienced (Non-Manager)
579,Mount Prospect,32207.536889897845,Medical/Health
580,Indiana,38490.919409761635,Experienced (Non-Manager)
581,Carmel,19765.607264472193,Student (Undergraduate/Graduate)
582,Columbus,223663.4506242906,Experienced (Non-Manager)
583,Marlborough,54095.34619750284,Experienced (Non-Manager)
584,Spartanburg,43692.39500567537,Medical/Health
585,King Of Prussia,60337.11691259932,Experienced (Non-Manager)
586,Company: Select Staffing,22886.492622020432,Manufacturing/Production/Operations
587,Austin,27047.67309875142,Logistics/Transportation
588,Saint Clair Shores,47853.57548240636,Accounting/Finance/Insurance
589,Troy,20805.90238365494,Experienced (Non-Manager)
590,Austin,67099.03518728718,Medical/Health
591,BostonMA,14564.131668558457,Customer Support/Client Care
592,BostonMA,14564.131668558457,Customer Support/Client Care
593,Carmel,28087.96821793417,Sales/Retail/Business Development
594,Beaverton,28087.96821793417,Sales/Retail/Business Development
595,Washington,55073.22360953462,Administrative/Clerical
596,Stockton,29533.978433598186,Administrative/Clerical
597,Beltsville,31208.853575482408,Experienced (Non-Manager)
598,Mount Vernon,27463.79114642452,Education Level Associate Degree
599,Mountain Top,462868.91032917146,Entry Level
600,Cleveland,41611.80476730988,Customer Support/Client Care
601,Whittier,33809.591373439274,Experienced (Non-Manager)
602,Phoenix,31208.853575482408,Human Resources
603,Overland Park,26007.37797956867,Entry Level
604,Alpharetta,41362.133938706014,Human Resources
605,Cincinnati,15344.353007945518,Entry Level
606,Chicago,46813.28036322361,Accounting/Finance/Insurance
607,Cincinnati,49934.16572077185,Experienced (Non-Manager)
608,Chicago,33289.4438138479,Accounting/Finance/Insurance
609,Milford,34329.73893303065,Entry Level
610,Cincinnati,10402.95119182747,Entry Level
611,West Chester,22886.492622020432,Entry Level
612,Cincinnati,31208.853575482408,Experienced (Non-Manager)
613,Chicago,63458.00227014756,Accounting/Finance/Insurance
614,Cincinnati,22886.492622020432,Entry Level
615,Chicago,46813.28036322361,Accounting/Finance/Insurance
616,Cherry Grove,26527.525539160048,Manufacturing/Production/Operations
617,Cincinnati,44732.69012485812,Entry Level
618,Chicago,49934.16572077185,Accounting/Finance/Insurance
619,Chicago,52014.75595913734,Accounting/Finance/Insurance
620,Cincinnati,29128.263337116914,Experienced (Non-Manager)
621,Chicago,42652.09988649262,Accounting/Finance/Insurance
622,Cincinnati,36410.329171396144,Entry Level
623,Newport,24967.082860385926,Entry Level
624,Newport,24446.935300794554,Entry Level
625,Cincinnati,34329.73893303065,Experienced (Non-Manager)
626,Chicago,72820.65834279229,Accounting/Finance/Insurance
627,Cincinnati,36930.47673098752,Experienced (Non-Manager)
628,Chicago,37450.62429057889,Accounting/Finance/Insurance
629,Cincinnati,29128.263337116914,Customer Support/Client Care
630,Chicago,47853.57548240636,Accounting/Finance/Insurance
631,Cincinnati,34329.73893303065,Experienced (Non-Manager)
632,Chicago,39531.21452894439,Accounting/Finance/Insurance
633,Cincinnati,48893.87060158911,Accounting/Finance/Insurance
634,Cincinnati,30168.55845629966,Experienced (Non-Manager)
635,Cincinnati,31208.853575482408,Quality Assurance/Safety
636,Covington,32249.148694665157,Experienced (Non-Manager)
637,Cincinnati,25487.2304199773,Entry Level
638,Cincinnati,50412.70147559592,Engineering
639,Chicago,41611.80476730988,Accounting/Finance/Insurance
640,Chicago,166447.2190692395,Experienced (Non-Manager)
641,Chicago,39531.21452894439,Accounting/Finance/Insurance
642,Cincinnati,43692.39500567537,Experienced (Non-Manager)
643,Houston,87500.0,Building Construction/Skilled Trades
644,Carter Lake,66000.0,Experienced (Non-Manager)
645,Sr. Process Engineer,85000.0,Engineering
646,Aurora,87500.0,Experienced (Non-Manager)
647,RF System Technician,70000.0,Engineering
648,Charleston,61500.0,Experienced (Non-Manager)
649,Houston,72500.0,Manager (Manager/Supervisor of Staff)
650,Ocean,45000.0,Experienced (Non-Manager)
651,Bethlehem,40000.0,Experienced (Non-Manager)
652,Denver,32000.0,Experienced (Non-Manager)
653,Sacramento,110000.0,Experienced (Non-Manager)
654,Denver,60000.0,Manager (Manager/Supervisor of Staff)
655,Houston,102500.0,Experienced (Non-Manager)
656,Englewood,42500.0,Experienced (Non-Manager)
657,Houston,85000.0,Building Construction/Skilled Trades
658,Houston,75000.0,Building Construction/Skilled Trades
659,Denver,77500.0,Accounting/Finance/Insurance
660,Denver,125000.0,Accounting/Finance/Insurance
661,Packaging Engineer,85000.0,Engineering
662,Bojangles’ is expanding and opening new locations across the Southeast!  Currently located in over 715 locations in 12 states throughout the Eastern U. S. with new locations coming to the middle Tennessee area! At Bojangles’ we are proud to be Growing Great Leaders........One Biscuit at a Time!  We are Opening New Locations in the Charlotte Area soon and have opportunities for Experienced Restaurant Managers (Unit Directors,41000.0,Food Services/Hospitality
663,Las Vegas,92500.0,Accounting/Finance/Insurance
664,Las Vegas,75000.0,Accounting/Finance/Insurance
665,Las Vegas,55000.0,Accounting/Finance/Insurance
666,Boston,45000.0,Accounting/Finance/Insurance
667,Camden,42500.0,Sales/Retail/Business Development
668,Centennial,50000.0,Building Construction/Skilled Trades
669,Dallas,115000.0,Medical/Health
670,Aurora,60000.0,Experienced (Non-Manager)
671,Dallas,65000.0,Building Construction/Skilled Trades
672,Dallas,65000.0,Human Resources
673,Aurora,85000.0,"Executive (SVP, VP, Department Head, etc)"
674,Miami,66616.0,Experienced (Non-Manager)
675,Denver,45000.0,Building Construction/Skilled Trades
676,Dallas,60000.0,Manager (Manager/Supervisor of Staff)
677,Knoxville,73500.0,IT/Software Development
678,Bridgewater,185000.0,IT/Software Development
679,Knoxville,80000.0,IT/Software Development
680,Onalaska,155000.0,"Executive (SVP, VP, Department Head, etc)"
681,San Antonio,110000.0,Experienced (Non-Manager)
682,Bridgewater,150000.0,Biotech/R&D/Science
683,Buffalo Grove,90000.0,Quality Assurance/Safety
684,Chicago,75000.0,Quality Assurance/Safety
685,Chicago,100000.0,Quality Assurance/Safety
686,Louisville,90000.0,Experienced (Non-Manager)
687,Augusta,130000.0,"Executive (SVP, VP, Department Head, etc)"
688,Monroe,77500.0,Quality Assurance/Safety
689,Wichita Falls,57500.0,Quality Assurance/Safety
690,Sikeston,77500.0,Quality Assurance/Safety
691,Glendale,50000.0,Quality Assurance/Safety
692,Lexington,82500.0,Quality Assurance/Safety
693,Temple,80000.0,Quality Assurance/Safety
694,4060BER Three Six Sigma Black Belts AND a MBB – Transactional Location: Baltimore,115000.0,Quality Assurance/Safety
695,Birmingham,65000.0,General/Other: Food Services
696,Gastonia,57500.0,Food Services/Hospitality
697,Atlanta,75000.0,Experienced (Non-Manager)
698,Atlanta,55000.0,Sales/Retail/Business Development
699,West Lake Hills,175000.0,IT/Software Development
700,Atlanta,65000.0,Accounting/Finance/Insurance
701,Atlanta,65000.0,Food Services/Hospitality
702,Norcross,20500.0,Manufacturing/Production/Operations
703,Austin,100000.0,Project/Program Management
704,Entry Level Sales ManagerAre you ready to begin your last career?Training:In the classroom,98000.0,Sales/Retail/Business Development
705,Greeneville,105000.0,Manager (Manager/Supervisor of Staff)
706,Sylmar,80000.0,Manager (Manager/Supervisor of Staff)
707,Crafton,55000.0,Manager (Manager/Supervisor of Staff)
708,Crafton,37500.0,Entry Level
709,Cheyenne,62500.0,Project/Program Management
710,West Palm Beach,45000.0,Marketing/Product
711,Joliet,105000.0,Manager (Manager/Supervisor of Staff)
712,Deerfield Beach,70000.0,Manager (Manager/Supervisor of Staff)
713,Houston,100000.0,Building Construction/Skilled Trades
714,Houston,119750.0,IT/Software Development
715,Houston,97500.0,Building Construction/Skilled Trades
716,Houston,67500.0,Building Construction/Skilled Trades
717,St. Charles,60000.0,Business/Strategic Management
718,Overland Park,65000.0,Engineering
719,Kansas City,85000.0,Experienced (Non-Manager)
720,Project Manager - Construction,92500.0,Engineering
721,Oakland,37500.0,Accounting/Finance/Insurance
722,New York,100000.0,Accounting/Finance/Insurance
723,New York,62500.0,Accounting/Finance/Insurance
724,New York,85000.0,Accounting/Finance/Insurance
725,Albuquerque,67500.0,Accounting/Finance/Insurance
726,Miami,27500.0,Accounting/Finance/Insurance
727,Chester,70000.0,Accounting/Finance/Insurance
728,Menlo Park,90000.0,Human Resources
729,Hauppauge,82500.0,Accounting/Finance/Insurance
730,Boston,55000.0,Human Resources
731,Melville,152500.0,Accounting/Finance/Insurance
732,Melville,57500.0,Accounting/Finance/Insurance
733,Deerfield,31500.0,Accounting/Finance/Insurance
734,Boca Raton,47500.0,Accounting/Finance/Insurance
735,Los Angeles,52500.0,Accounting/Finance/Insurance
736,New York,70000.0,Accounting/Finance/Insurance
737,Clifton,117500.0,Accounting/Finance/Insurance
738,Walnut Creek,45000.0,Accounting/Finance/Insurance
739,Schaumburg,70000.0,Accounting/Finance/Insurance
740,Saukville,95000.0,Accounting/Finance/Insurance
741,Irving,90000.0,Accounting/Finance/Insurance
742,Northridge,115000.0,Accounting/Finance/Insurance
743,San Diego,62500.0,Accounting/Finance/Insurance
744,West Palm Beach,30500.0,Accounting/Finance/Insurance
745,Boca Raton,55000.0,Accounting/Finance/Insurance
746,Livingston,75000.0,Accounting/Finance/Insurance
747,Columbus,70000.0,Sales/Retail/Business Development
748,Wilmington,82500.0,Sales/Retail/Business Development
749,Denver,100000.0,Sales/Retail/Business Development
750,Frederick,35000.0,Sales/Retail/Business Development
751,Des Moines,70000.0,Sales/Retail/Business Development
752,Chicago,82500.0,Sales/Retail/Business Development
753,Waltham,105000.0,Accounting/Finance/Insurance
754,Milwaukee,47500.0,Food Services/Hospitality
755,Davenport,72500.0,Food Services/Hospitality
756,Houston,67500.0,Manager (Manager/Supervisor of Staff)
757,Houston,102500.0,Manager (Manager/Supervisor of Staff)
758,Houston,80000.0,Manager (Manager/Supervisor of Staff)
759,Houston,67500.0,Manager (Manager/Supervisor of Staff)
760,Roseville,87500.0,Experienced (Non-Manager)
761,Mishawaka,27500.0,Experienced (Non-Manager)
762,Coral Gables,35000.0,Experienced (Non-Manager)
763,Centreville,47500.0,Experienced (Non-Manager)
764,Knoxville,92500.0,IT/Software Development
765,Knoxville,55000.0,IT/Software Development
766,Oklahoma City,32500.0,Experienced (Non-Manager)
767,West Mclean,165000.0,Manager (Manager/Supervisor of Staff)
768,Jacksonville,37000.0,Experienced (Non-Manager)
769,Robbinsdale,37000.0,Experienced (Non-Manager)
770,Brooklyn,97500.0,Experienced (Non-Manager)
771,Clearwater,66592.13500000001,Experienced (Non-Manager)
772,Santa Cruz,133889.5,Manager (Manager/Supervisor of Staff)
773,Cincinnati,80000.0,IT/Software Development
774,Saint Louis,117500.0,Experienced (Non-Manager)
775,Milpitas,108493.0,Experienced (Non-Manager)
776,Apopka,77500.0,IT/Software Development
777,San Antonio,57500.0,IT/Software Development
778,Houston,60000.0,Medical/Health
779,Stamford,52500.0,Experienced (Non-Manager)
780,Washington,107500.0,Experienced (Non-Manager)
781,Suitland,115000.0,IT/Software Development
782,Jupiter,92500.0,Experienced (Non-Manager)
783,El Paso,70000.0,Manager (Manager/Supervisor of Staff)
784,Charlotte,85000.0,Experienced (Non-Manager)
785,Manchester,80000.0,Medical/Health
786,Cinnaminson,40000.0,Experienced (Non-Manager)
787,Houston,62500.0,Medical/Health
788,Cincinnati,45000.0,Entry Level
789,Minneapolis,33150.0,Entry Level
790,Dayton,68500.0,Manager (Manager/Supervisor of Staff)
791,Santa Clara,87500.0,Experienced (Non-Manager)
792,Cleveland,62500.0,Entry Level
793,Cincinnati,110000.0,IT/Software Development
794,Newport News,72500.0,Experienced (Non-Manager)
795,New Rochelle,43500.0,Experienced (Non-Manager)
796,Kansas City,80000.0,Experienced (Non-Manager)
797,Alpharetta,90000.0,Experienced (Non-Manager)
798,Dallas,190000.0,"Executive (SVP, VP, Department Head, etc)"
799,Worcester,94000.0,Experienced (Non-Manager)
800,Knoxville,30000.0,Other
801,Knoxville,92500.0,IT/Software Development
802,Houston,64500.0,Manager (Manager/Supervisor of Staff)
803,Houston,77000.0,Manager (Manager/Supervisor of Staff)
804,Knoxville,82500.0,IT/Software Development
805,Concord,65000.0,Experienced (Non-Manager)
806,St. LouisMO,37500.0,Accounting/Finance/Insurance
807,Normal,70000.0,Sales/Retail/Business Development
808,Winchester,70000.0,Sales/Retail/Business Development
809,East Chicago,35000.0,Manager (Manager/Supervisor of Staff)
810,Miami Gardens,80000.0,Experienced (Non-Manager)
811,Jefferson City,70000.0,Sales/Retail/Business Development
812,Sylmar,90000.0,Experienced (Non-Manager)
813,Boston,18000.0,Accounting/Finance/Insurance
814,Indianapolis,45000.0,Accounting/Finance/Insurance
815,Florence,52500.0,Food Services/Hospitality
816,Cincinnati,92500.0,IT/Software Development
817,Wyoming,37500.0,Customer Support/Client Care
818,Columbus,60000.0,Account Management (Commissioned)Insurance Agent/BrokerFinancial Products Sales/Brokerage
819,West Palm Beach,92500.0,Medical/Health
820,Springfield,70000.0,Sales/Retail/Business Development
821,Atlanta,70000.0,Sales/Retail/Business Development
822,Hazel Crest,85000.0,Experienced (Non-Manager)
823,Saint Louis,45000.0,Experienced (Non-Manager)
824,Schiller Park,41000.0,Experienced (Non-Manager)
825,Columbus,43000.0,Experienced (Non-Manager)
826,Columbus,43500.0,Sales/Retail/Business Development
827,Columbus,43500.0,Sales/Retail/Business Development
828,Reynoldsburg,57500.0,Entry Level
829,Columbus,152500.0,Experienced (Non-Manager)
830,Columbus,82500.0,Experienced (Non-Manager)
831,Columbus,43500.0,Sales/Retail/Business Development
832,Columbus,94373.5,Manager (Manager/Supervisor of Staff)
833,Dublin,42500.0,Installation/Maintenance/Repair
834,Columbus,65000.0,Experienced (Non-Manager)
835,Columbus,43500.0,Sales/Retail/Business Development
836,Columbus,31500.0,Entry Level
837,Columbus,50000.0,Sales/Retail/Business Development
838,Columbus,47500.0,Experienced (Non-Manager)
839,Columbus,57500.0,Experienced (Non-Manager)
840,Columbus,40000.0,Experienced (Non-Manager)
841,Westerville,47500.0,Experienced (Non-Manager)
842,Columbus,45000.0,Experienced (Non-Manager)
843,Columbus,100000.0,Manager (Manager/Supervisor of Staff)
844,Columbus,30000.0,Experienced (Non-Manager)
845,Columbus,55000.0,Manager (Manager/Supervisor of Staff)
846,Columbus,80000.0,IT/Software Development
847,Columbus,43500.0,Sales/Retail/Business Development
848,Columbus,43500.0,Sales/Retail/Business Development
849,Columbus,51000.0,Customer Support/Client Care
850,Reynoldsburg,57500.0,Entry Level
851,Columbus,52500.0,Experienced (Non-Manager)
852,Location Manager/ Funeral Dire...,62500.0,Other
853,Columbus,25000.0,Experienced (Non-Manager)
854,Columbus,100000.0,Sales/Retail/Business Development
855,Columbus,16000.0,Experienced (Non-Manager)
856,Columbus,43500.0,Sales/Retail/Business Development
857,Columbus,51000.0,Engineering
858,Columbus,37500.0,Experienced (Non-Manager)
859,Columbus,35000.0,Experienced (Non-Manager)
860,Columbus,37500.0,Experienced (Non-Manager)
861,Blacklick,52500.0,Manager (Manager/Supervisor of Staff)
862,Westerville,60000.0,Marketing/Product
863,Columbus,150500.0,Experienced (Non-Manager)
864,Columbus,43500.0,Sales/Retail/Business Development
865,Groveport,120000.0,IT/Software Development
866,Columbus,42500.0,Experienced (Non-Manager)
867,Columbus,37500.0,Sales/Retail/Business Development
868,Columbus,43500.0,Sales/Retail/Business Development
869,Columbus,60000.0,Experienced (Non-Manager)
870,Columbus,45000.0,Manager (Manager/Supervisor of Staff)
871,Columbus,42500.0,Entry Level
872,Columbus,40000.0,Manager (Manager/Supervisor of Staff)
873,Columbus,87500.0,IT/Software Development
874,Columbus,43500.0,Sales/Retail/Business Development
875,43215,14000.0,Entry Level
876,New York City,72500.0,Experienced (Non-Manager)
877,Palo Alto,105000.0,Experienced (Non-Manager)
878,New York City,140000.0,Manager (Manager/Supervisor of Staff)
879,Dallas,27500.0,Experienced (Non-Manager)
880,Boston,72500.0,Legal
881,New York City,67500.0,Experienced (Non-Manager)
882,Wilkes Barre,110000.0,Legal
883,Boulder,57500.0,Experienced (Non-Manager)
884,Folsom,42500.0,Experienced (Non-Manager)
885,New York City,120000.0,Manager (Manager/Supervisor of Staff)
886,Washington,37500.0,Entry Level
887,New York City,85000.0,Experienced (Non-Manager)
888,New York City,142500.0,Manager (Manager/Supervisor of Staff)
889,New York City,65000.0,Experienced (Non-Manager)
890,Saugatuck,90000.0,Experienced (Non-Manager)
891,New York City,150000.0,Manager (Manager/Supervisor of Staff)
892,Boston,45000.0,Legal
893,Great Neck,60000.0,Experienced (Non-Manager)
894,Los Angeles,65000.0,Experienced (Non-Manager)
895,Ft. Lauderdale,57500.0,Experienced (Non-Manager)
896,New York City,97500.0,Experienced (Non-Manager)
897,Toledo,29500.0,Experienced (Non-Manager)
898,Roseland,48500.0,Experienced (Non-Manager)
899,Washington,42500.0,Entry Level
900,Brandon,34250.0,Experienced (Non-Manager)
901,Washington,80000.0,Experienced (Non-Manager)
902,Irvine,37000.0,Entry Level
903,Tucson,31000.0,Experienced (Non-Manager)
904,Washington,70000.0,Entry Level
905,Newark,157500.0,Experienced (Non-Manager)
906,Austin,225000.0,Experienced (Non-Manager)
907,New York City,132500.0,Manager (Manager/Supervisor of Staff)
908,Alexandria,47500.0,Experienced (Non-Manager)
909,New York City,65000.0,Experienced (Non-Manager)
910,Washington,70000.0,Experienced (Non-Manager)
911,Miami,51000.0,Experienced (Non-Manager)
912,Royal Oak,50000.0,Experienced (Non-Manager)
913,Sandy SpringsGA,49500.0,Legal
914,Great Neck,45000.0,Experienced (Non-Manager)
915,Newark,35000.0,Experienced (Non-Manager)
916,New York City,47500.0,Experienced (Non-Manager)
917,Deer Park,45000.0,Experienced (Non-Manager)
918,New York City,150000.0,Manager (Manager/Supervisor of Staff)
919,Gainesville,45000.0,Experienced (Non-Manager)
920,New York,92500.0,Experienced (Non-Manager)
921,New York City,80000.0,Experienced (Non-Manager)
922,DallasTX,65000.0,Accounting/Finance/Insurance
923,Dallas,125000.0,Manager (Manager/Supervisor of Staff)
924,Dallas,80000.0,Accounting/Finance/Insurance
925,Dallas,35000.0,Manager (Manager/Supervisor of Staff)
926,Dallas,55000.0,Accounting/Finance/Insurance
927,Dallas,35000.0,Entry Level
928,Dallas,80000.0,Accounting/Finance/Insurance
929,Dallas,107500.0,Medical/Health
930,Dallas,67500.0,Accounting/Finance/Insurance
931,Fort Smith,105000.0,Manufacturing/Production/Operations
932,Chicago,82500.0,Sales/Retail/Business Development
933,Franklin,80000.0,Accounting/Finance/Insurance
934,San Diego,26000.0,Accounting/Finance/Insurance
935,Chicago,110000.0,Manager (Manager/Supervisor of Staff)
936,Denver,90000.0,"Executive (SVP, VP, Department Head, etc)"
937,El Monte,90000.0,Business/Strategic Management
938,Chicago,105000.0,Experienced (Non-Manager)
939,Miamisburg,70000.0,Engineering
940,Fishers,52500.0,Experienced (Non-Manager)
941,Boston,37500.0,Other
942,Austin,130000.0,"Executive (SVP, VP, Department Head, etc)"
943,BostonMA,22500.0,Administrative/Clerical
944,Cambridge,135000.0,Accounting/Finance/Insurance
945,Bloomington,105000.0,IT/Software Development
946,Boston,60000.0,Engineering
947,Boston,135000.0,Marketing/Product
948,Boston,142500.0,Accounting/Finance/Insurance
949,Cambridge,90000.0,Experienced (Non-Manager)
950,Dekalb,97500.0,Manager (Manager/Supervisor of Staff)
951,Boca Raton,95000.0,Project/Program Management
952,Radnor,77500.0,Experienced (Non-Manager)
953,Riverside,117500.0,Food Services/Hospitality
954,Atlanta,65000.0,Accounting/Finance/Insurance
955,Las Vegas,112500.0,Experienced (Non-Manager)
956,Las Vegas,85000.0,Accounting/Finance/Insurance
957,College Park,59800.0,Manager (Manager/Supervisor of Staff)
958,Las Vegas,67500.0,Accounting/Finance/Insurance
959,Las Vegas,67500.0,Accounting/Finance/Insurance
960,Las Vegas,75000.0,Entry Level
961,Las Vegas,41500.0,Accounting/Finance/Insurance
962,Las Vegas,117500.0,Accounting/Finance/Insurance
963,Knoxville,28000.0,Administrative/Clerical
964,Las Vegas,55000.0,Logistics/Transportation
965,Las Vegas,150000.0,Entry Level
966,Las Vegas,62500.0,Manager (Manager/Supervisor of Staff)
967,North Las Vegas,47000.0,Entry Level
968,Henderson,57500.0,Experienced (Non-Manager)
969,Madison,90000.0,Experienced (Non-Manager)
970,Madison,225000.0,"Executive (SVP, VP, Department Head, etc)"
971,Maryville,25000.0,Student (High School)
972,Madison,65000.0,Experienced (Non-Manager)
973,Las Vegas,65000.0,Experienced (Non-Manager)
974,Middleton,51000.0,Entry Level
975,Madison,32500.0,Experienced (Non-Manager)
976,Las Vegas,41500.0,Accounting/Finance/Insurance
977,Madison,82500.0,Manager (Manager/Supervisor of Staff)
978,Las Vegas,50000.0,Accounting/Finance/Insurance
979,Las Vegas,40000.0,Sales/Retail/Business Development
980,North Las Vegas,102500.0,Medical/Health
981,Las Vegas,62500.0,Experienced (Non-Manager)
982,Las Vegas,85000.0,Accounting/Finance/Insurance
983,Las Vegas,100000.0,Manager (Manager/Supervisor of Staff)
984,Madison,42500.0,Experienced (Non-Manager)
985,Las Vegas,67500.0,Manager (Manager/Supervisor of Staff)
986,Las Vegas,32500.0,Entry Level
987,Greenville,275000.0,Entry Level
988,Pompano Beach,87500.0,Manager (Manager/Supervisor of Staff)
989,Walla Walla,137500.0,"Executive (SVP, VP, Department Head, etc)"
990,Bel Air,62500.0,Experienced (Non-Manager)
991,San Francisco,167500.0,Manager (Manager/Supervisor of Staff)
992,Houston,57500.0,Manager (Manager/Supervisor of Staff)
993,Washington,97500.0,Experienced (Non-Manager)
994,Denver,75129.0,Accounting/Finance/Insurance
995,Denver,100000.0,Medical/Health
996,Denver,100000.0,Sales/Retail/Business Development
997,San Francisco,125000.0,Sales/Retail/Business Development
998,Brisbane,43000.0,Sales/Retail/Business Development
999,Boston,47500.0,Experienced (Non-Manager)
1000,Little Rock,80000.0,Manufacturing/Production/Operations
1001,Olathe,55000.0,Manager (Manager/Supervisor of Staff)
1002,Houston,90000.0,Building Construction/Skilled Trades
1003,Houston,105000.0,Building Construction/Skilled Trades
1004,Houston,95000.0,Building Construction/Skilled Trades
1005,Denver,54100.0,Experienced (Non-Manager)
1006,Denver,45000.0,Building Construction/Skilled Trades
1007,Aurora,40000.0,Manager (Manager/Supervisor of Staff)
1008,Denver,39520.0,Accounting/Finance/Insurance
1009,Houston,90000.0,Building Construction/Skilled Trades
1010,Houston,92500.0,Building Construction/Skilled Trades
1011,Houston,95000.0,Building Construction/Skilled Trades
1012,Denver,43750.0,Experienced (Non-Manager)
1013,Denver,42000.0,Accounting/Finance/Insurance
1014,New York City,22500.0,Installation/Maintenance/Repair
1015,Dallas,115000.0,Manager (Manager/Supervisor of Staff)
1016,Dallas,57500.0,Accounting/Finance/Insurance
1017,Dallas,62500.0,Accounting/Finance/Insurance
1018,Dallas,60000.0,Manager (Manager/Supervisor of Staff)
1019,Dallas,67500.0,Experienced (Non-Manager)
1020,Austin,35000.0,Sales/Retail/Business Development
1021,Austin,90000.0,Building Construction/Skilled Trades
1022,Austin,77500.0,Building Construction/Skilled Trades
1023,Las Vegas,80000.0,Accounting/Finance/Insurance
1024,Kinston,87500.0,"Executive (SVP, VP, Department Head, etc)"
1025,Multiple locations,42500.0,Manager (Manager/Supervisor of Staff)
1026,St. Louis,38000.0,Installation/Maintenance/Repair
1027,Fort Lauderdale,45000.0,Installation/Maintenance/Repair
1028,Broussard,50000.0,Entry Level
1029,Summit,40000.0,Manager (Manager/Supervisor of Staff)
1030,Winchester,32500.0,Entry Level
1031,Downers Grove,50000.0,Experienced (Non-Manager)
1032,Coordinate,60000.0,Installation/Maintenance/Repair
1033,Austin,34000.0,Installation/Maintenance/Repair
1034,Oakland,90078.0,Experienced (Non-Manager)
1035,East Orange,42500.0,Experienced (Non-Manager)
1036,Sioux City,117500.0,Manager (Manager/Supervisor of Staff)
1037,Tallahassee,90000.0,Experienced (Non-Manager)
1038,Altoona,37500.0,Entry Level
1039,Peoria,65000.0,Entry Level
1040,Ringwood,95000.0,Experienced (Non-Manager)
1041,Akron,32500.0,Experienced (Non-Manager)
1042,Jackson,52500.0,Experienced (Non-Manager)
1043,Dayton,47500.0,Manager (Manager/Supervisor of Staff)
1044,Lillington,70000.0,Manager (Manager/Supervisor of Staff)
1045,Alexandria,66500.0,Experienced (Non-Manager)
1046,Mishawaka,40000.0,Entry Level
1047,Pigeon Forge,31500.0,Entry Level
1048,TrentonNJ,50000.0,Manufacturing/Production/Operations
1049,Arlington Heights,35000.0,Experienced (Non-Manager)
1050,Franklin Lakes,57000.0,Experienced (Non-Manager)
1051,Overland Park,82500.0,Manager (Manager/Supervisor of Staff)
1052,Lutz,40000.0,Experienced (Non-Manager)
1053,Albemarle,55000.0,Manager (Manager/Supervisor of Staff)
