,location,salary,sector
397,Massachusetts,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
398,Massachusetts,17.00 - 17.00 $ /hour,Experienced (Non-Manager)
399,Ohio,14.00 - 16.00 $ /hour,Quality Assurance/Safety
400,Florida,19.13 - 24.84 $ /hourHeath and Retirement benefits,Entry Level
401,California,17.00 - 19.00 $ /hour,Experienced (Non-Manager)
402,California,12.00 - 15.00 $ /hour,Quality Assurance/Safety
403,Texas,48.00 - 55.00 $ /hour,Quality Assurance/Safety
404,California,15.00 - 15.00 $ /hour,Entry Level
405,Ohio,14.00 - 15.00 $ /hourOvertime Compensation and competitive benefits,Experienced (Non-Manager)
406,Florida,13.50 - 16.50 $ /hour,Experienced (Non-Manager)
407,North Carolina,12.00 - 15.00 $ /hour,Accounting/Finance/Insurance
408,New York,30.00 - 40.00 $ /hour,Experienced (Non-Manager)
409,Louisiana,12.92 - 17.19 $ /hourCommission and incentive,Entry Level
410,Minnesota,15.60 - 15.60 $ /hour,Accounting/Finance/Insurance
411,Massachusetts,20.00 - 30.00 $ /hour,Accounting/Finance/Insurance
412,Georgia,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
413,Georgia,25.00 - 36.00 $ /hour,Medical/Health
414,Ohio,9.00 - 10.00 $ /hour,Entry Level
415,California,11.00 - 11.00 $ /hour,Logistics/Transportation
416,Georgia,17.00 - 23.00 $ /hour,Engineering
417,Georgia,9.00 - 9.00 $ /hour,Entry Level
418,Minnesota,26.00 - 30.00 $ /hour,Installation/Maintenance/Repair
419,Wisconsin,20.00 - 30.00 $ /hour,Installation/Maintenance/Repair
420,Massachusetts,12.74 - 12.74 $ /hour,Installation/Maintenance/Repair
421,Kentucky,13.00 - 17.00 $ /hour,Installation/Maintenance/Repair
422,California,28.55 - 28.55 $ /hour,Installation/Maintenance/Repair
423,Ohio,10.00 - 12.00 $ /hour,Entry Level
424,Florida,0.00 - 15.00 $ /hour,Manager (Manager/Supervisor of Staff)
425,Kansas,10.00 - 20.00 $ /hourPay is based off of experience,Entry Level
426,Louisiana,7.50 - 7.50 $ /hour,Entry Level
427,California,22.00 - 23.00 $ /hour,Food Services/Hospitality
428,Colorado,10.75 - 13.00 $ /hour,Student (High School)
429,California,25.00 - 35.00 $ /hourFull non-contributory benefits package effective after 90 days of employment and 2 weeks paid vacation,Entry Level
430,Delaware,8.00 - 10.00 $ /hour,Entry Level
431,Louisiana,12.92 - 17.19 $ /hourCommission and incentive,Entry Level
432,California,23.00 - 26.00 $ /hour,Accounting/Finance/Insurance
433,Washington,9.47 - 12.00 $ /hour,Career Level Entry Level
434,Washington,13.50 - 13.50 $ /hour,Entry Level
435,Texas,12.00 - 14.00 $ /hour,Manufacturing/Production/Operations
436,Maryland,15.00 - 16.00 $ /hour,Manufacturing/Production/Operations
437,Florida,8.50 - 8.50 $ /hour,Entry Level
438,California,16.00 - 17.00 $ /hour,Installation/Maintenance/Repair
439,Pennsylvania,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
440,Michigan,8.50 - 8.50 $ /hour,Entry Level
441,Pennsylvania,10.15 - 10.65 $ /hour,Manufacturing/Production/Operations
442,Pennsylvania,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
443,Texas,12.00 - 14.00 $ /hour,Manufacturing/Production/Operations
444,Wisconsin,18.00 - 23.00 $ /hour,Experienced (Non-Manager)
445,Massachusetts,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
446,Massachusetts,0.00 - 45.00 $ /hour,Medical/Health
447,Massachusetts,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
448,Massachusetts,45.00 - 45.00 $ /hour,Medical/Health
449,Massachusetts,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
450,Ohio,14.00 - 15.00 $ /hour,Accounting/Finance/Insurance
451,New jersey,18.00 - 21.00 $ /hour,Accounting/Finance/Insurance
452,Texas,21.00 - 26.00 $ /hour,Accounting/Finance/Insurance
453,Ohio,15.00 - 16.00 $ /hour,Accounting/Finance/Insurance
454,Florida,18.00 - 18.00 $ /hour,Experienced (Non-Manager)
455,Florida,13.00 - 14.00 $ /hour,Accounting/Finance/Insurance
456,Michigan,14.00 - 17.00 $ /hour,Accounting/Finance/Insurance
457,Texas,17.00 - 20.00 $ /hour,Experienced (Non-Manager)
458,Texas,9.00 - 11.00 $ /hour,Installation/Maintenance/Repair
459,California,25.00 - 30.00 $ /hour,Installation/Maintenance/Repair
460,Georgia,11.00 - 15.00 $ /hour,Sales/Retail/Business Development
461,Texas,14.00 - 18.00 $ /hour,Experienced (Non-Manager)
462,Texas,17.00 - 20.00 $ /hour,Customer Support/Client Care
463,Texas,22.00 - 25.00 $ /hour,Entry Level
464,Texas,10.00 - 11.50 $ /hourBonus,Experienced (Non-Manager)
465,Texas,14.00 - 14.00 $ /hour,Entry Level
466,Texas,0.00 - 45.00 $ /hour,Experienced (Non-Manager)
467,Texas,20.00 - 30.00 $ /hourOT Available,Experienced (Non-Manager)
468,Texas,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
469,Texas,11.50 - 12.50 $ /hour,Experienced (Non-Manager)
470,Texas,35.00 - 45.00 $ /hour,IT/Software Development
471,Texas,20.00 - 25.00 $ /hourBONUSES,Experienced (Non-Manager)
472,Texas,10.00 - 12.00 $ /hour,Logistics/Transportation
473,Texas,12.00 - 14.00 $ /hour,Customer Support/Client Care
474,Texas,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
475,Texas,13.00 - 15.00 $ /hour,Experienced (Non-Manager)
476,Texas,12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
477,Texas,20.00 - 35.00 $ /hour,Experienced (Non-Manager)
478,Texas,16.50 - 25.00 $ /hour,Logistics/Transportation
479,Texas,16.00 - 16.00 $ /hour,Manager (Manager/Supervisor of Staff)
480,Texas,60.00 - 80.00 $ /hour,IT/Software Development
481,Texas,10.00 - 14.00 $ /hour,Sales/Retail/Business Development
482,Texas,50.00 - 75.00 $ /hour,IT/Software Development
483,Texas,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
484,Texas,25.00 - 35.00 $ /hour,Systems Analysis - IT
485,Texas,40.00 - 60.00 $ /hour,IT/Software Development
486,Texas,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
487,Texas,9.50 - 11.50 $ /hour,Entry Level
488,Texas,16.00 - 19.00 $ /hour,Experienced (Non-Manager)
489,Texas,50.00 - 65.00 $ /hour,Experienced (Non-Manager)
490,Texas,70.00 - 80.00 $ /hour,Experienced (Non-Manager)
491,Ohio,12.00 - 13.00 $ /hourPlus Commission,Manager (Manager/Supervisor of Staff)
492,Ohio,16.00 - 17.00 $ /hour,Manager (Manager/Supervisor of Staff)
493,Texas,14.00 - 15.00 $ /hour,Entry Level
494,Texas,19.00 - 20.00 $ /hour,Experienced (Non-Manager)
495,Texas,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
496,Texas,42.00 - 48.00 $ /hour,IT/Software Development
497,Texas,14.00 - 15.00 $ /hour,Experienced (Non-Manager)
498,Texas,"12.00 - 13.00 $ /hourAfter 60 day probationary period eligible for monthly bonus; benefits (medical, dental, vision, RX), 401K with company match, ESPP",Experienced (Non-Manager)
499,Texas,13.00 - 14.00 $ /hour,Medical/Health
500,Texas,11.00 - 14.00 $ /hour,Experienced (Non-Manager)
501,Ohio,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
502,Texas,12.90 - 13.76 $ /hour,Quality Assurance/Safety
503,Texas,13.00 - 13.00 $ /hour,Experienced (Non-Manager)
504,Texas,13.00 - 20.00 $ /hoursalary tbd @ 1-month review,Experienced (Non-Manager)
505,Ohio,0.00 - 14.00 $ /hour,Customer Support/Client Care
506,Texas,12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
507,Texas,20.00 - 25.00 $ /hour,IT/Software Development
508,Texas,20.00 - 30.00 $ /hour,Logistics/Transportation
509,Texas,52.00 - 57.00 $ /hour,Experienced (Non-Manager)
510,Texas,16.00 - 20.00 $ /hour,Experienced (Non-Manager)
511,Texas,14.00 - 14.00 $ /hourPlus benefits (medical/dental/vision/life/401k),Experienced (Non-Manager)
512,California,16.00 - 16.00 $ /hour,Logistics/Transportation
513,Washington,15.00 - 16.00 $ /hour,Career Level Experienced (Non-Manager)
514,Texas,15.00 - 16.00 $ /hour,Experienced (Non-Manager)
515,New York,14.00 - 17.00 $ /hour,Entry Level
516,Texas,14.50 - 16.00 $ /hour,Medical/Health
517,Ohio,35.00 - 45.00 $ /hour,Experienced (Non-Manager)
518,South carolina,14.00 - 14.50 $ /hour,Medical/Health
519,Massachusetts,48.00 - 49.00 $ /hour,Experienced (Non-Manager)
520,Oklahoma,16.00 - 16.00 $ /hour,Entry Level
521,Florida,11.00 - 13.00 $ /hour,Student (High School)
522,Washington,17.00 - 22.00 $ /hour,Experienced (Non-Manager)
523,Ohio,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
524,California,0.00 - 27.82 $ /hour$750 Signing Bonus,Experienced (Non-Manager)
525,California,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
526,South carolina,19.00 - 21.00 $ /hour,Experienced (Non-Manager)
527,California,50.00 - 60.00 $ /hour,Experienced (Non-Manager)
528,Kansas,9.00 - 14.78 $ /hour,Entry Level
529,California,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
530,Ohio,9.00 - 10.00 $ /hour,Experienced (Non-Manager)
531,Missouri,8.50 - 9.00 $ /hour,Entry Level
532,Maryland,16.00 - 16.00 $ /hour,Medical/Health
534,South carolina,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
535,Iowa,8.50 - 10.00 $ /hourPerformance bonuses available!,Student (Undergraduate/Graduate)
536,California,28.00 - 30.00 $ /hour,Experienced (Non-Manager)
537,New York,15.00 - 30.00 $ /hour,Manager (Manager/Supervisor of Staff)
538,Pennsylvania,18.00 - 19.00 $ /hour,Experienced (Non-Manager)
539,Wisconsin,0.00 - 14.19 $ /hour,General/Other: Food Services
540,Massachusetts,0.00 - 20.00 $ /hour,Medical/Health
541,New York,"50.00 - 55.00 $ /hourmore experience, more money",Manager (Manager/Supervisor of Staff)
542,Delaware,8.00 - 10.00 $ /hour,Entry Level
543,Florida,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
