,location,salary,sector
381,OH,"$60,000.00+ /yearhigh bonus potential and full benefits package",Manager (Manager/Supervisor of Staff)
382,OH,"0.00 - 60,000.00 $ /year",Experienced (Non-Manager)
383,OH,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
384,OH,"70,000.00 - 90,000.00 $ /year",IT/Software Development
385,OH,60.00 - 70.00 $ /hour,IT/Software Development
386,OH,"42,000.00 - 45,000.00 $ /year",Sales/Retail/Business Development
387,OH,"42,000.00 - 45,000.00 $ /year",Sales/Retail/Business Development
388,OH,50.00 - 55.00 $ /year,Experienced (Non-Manager)
389,OH,"51,000.00 - 51,000.00 $ /year",Customer Support/Client Care
390,OH,"55,000.00 - 60,000.00 $ /year",Entry Level
391,OH,"45,000.00 - 60,000.00 $ /yearCompetitive Benefits Salary, Relocation Support",Experienced (Non-Manager)
392,,"60,000.00 - 65,000.00 $ /year",Other
393,OH,"0.00 - 50,000.00 $ /yearQuarterly bonuses",Experienced (Non-Manager)
394,OH,9.00 - 11.00 $ /hour,Entry Level
395,OH,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
396,OH,"50,000.00 - 150,000.00 $ /year",Sales/Retail/Business Development
397,OH,16.74 - 26.78 $ /hour,Entry Level
398,OH,"0.00 - 32,000.00 $ /year",Experienced (Non-Manager)
399,OH,"42,000.00 - 45,000.00 $ /year",Sales/Retail/Business Development
400,OH,"48,000.00 - 54,000.00 $ /year",Engineering
401,OH,"35,000.00 - 40,000.00 $ /yearPlus Bonus'",Experienced (Non-Manager)
402,OH,12.00 - 15.00 $ /hour,Entry Level
403,OH,"35,000.00 - 35,000.00 $ /year+ bonus",Experienced (Non-Manager)
404,OH,100.00 - 115.00 $ /hour,Experienced (Non-Manager)
405,OH,10.00 - 13.00 $ /hour,Student (High School)
406,OH,16.32 - 18.37 $ /hourCompetitive wage rate and benefits package available to full time employees,Experienced (Non-Manager)
407,OH,"35,000.00 - 40,000.00 $ /yearPlus take home truck, tools provided, benefits",Experienced (Non-Manager)
408,OH,"50,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
409,OH,14.00 - 18.00 $ /hour,Entry Level
410,OH,"50,000.00 - 70,000.00 $ /year",Marketing/Product
411,OH,"150,000.00 - 151,000.00 $ /year",Experienced (Non-Manager)
412,OH,"10.00 - 13.00 $ /hourPlus Commissions, Possible quarterly bonus after 1 year",Entry Level
413,OH,"42,000.00 - 45,000.00 $ /year",Sales/Retail/Business Development
414,,20.00 - 30.00 $ /hour,Manufacturing/Production/Operations
415,OH,"110,000.00 - 130,000.00 $ /year",IT/Software Development
416,OH,"35,000.00 - 50,000.00 $ /yearBase + Commission",Experienced (Non-Manager)
417,OH,"25,000.00 - 50,000.00 $ /year",Sales/Retail/Business Development
418,,20.00 - 21.00 $ /hour,Project/Program Management
419,OH,"42,000.00 - 45,000.00 $ /year",Sales/Retail/Business Development
420,OH,"60,000.00 - 60,000.00 $ /yearauto allowance & benefits",Experienced (Non-Manager)
421,OH,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
422,OH,"30,000.00 - 55,000.00 $ /yearUncapped Commission, Bonus",Entry Level
423,OH,15.00 - 15.50 $ /year,Entry Level
424,OH,10.00 - 14.00 $ /hour,Student (High School)
425,OH,10.00 - 15.00 $ /hour,Entry Level
426,OH,0.00 - 23.00 $ /hour,Medical/Health
427,OH,10.00 - 13.00 $ /hour,Entry Level
428,OH,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
429,OH,"80,000.00 - 95,000.00 $ /year",IT/Software Development
430,OH,"42,000.00 - 45,000.00 $ /year",Sales/Retail/Business Development
431,,"0.00 - 28,000.00 $ /year",Entry Level
432,OH,14.00 - 17.00 $ /hourQuarterly Bonus,Experienced (Non-Manager)
433,OH,$16.50+ /year,Entry Level
434,SC,Up to $35000.00,Experienced (Non-Manager)
435,CA,13.00 - 20.00 $ /hourBonuses available. Salary is DOE,Experienced (Non-Manager)
436,NY,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
437,CA,"90,000.00 - 120,000.00 $ /year",Experienced (Non-Manager)
438,NY,"130,000.00 - 150,000.00 $ /year",Manager (Manager/Supervisor of Staff)
439,TX,"25,000.00 - 30,000.00 $ /year",Experienced (Non-Manager)
440,MA,"70,000.00 - 75,000.00 $ /year",Legal
441,FL,Up to $60000.00,Experienced (Non-Manager)
442,NY,"60,000.00 - 75,000.00 $ /yearCommensurate with experience",Experienced (Non-Manager)
443,SC,Up to $40000.00,Experienced (Non-Manager)
444,PA,"95,000.00 - 125,000.00 $ /year",Legal
445,VA,"$35,000.00+ /year",Entry Level
446,CO,"50,000.00 - 65,000.00 $ /yearbonuses based upon performance",Experienced (Non-Manager)
447,FL,Up to $55000.00,Experienced (Non-Manager)
448,CA,"40,000.00 - 45,000.00 $ /yearbase + bonus",Experienced (Non-Manager)
449,NY,"110,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
450,FL,Up to $45000.00,Experienced (Non-Manager)
451,DC,"35,000.00 - 40,000.00 $ /year",Entry Level
452,NY,"80,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
453,FL,"$62,717.00+ /year",Experienced (Non-Manager)
454,MO,"$35,000.00+ /year",Experienced (Non-Manager)
455,FL,Up to $60000.00,Experienced (Non-Manager)
456,SC,Up to $32000.00,Experienced (Non-Manager)
457,CA,"30.00 - 40.00 $ /hourhours flexible, salary negotiable",Experienced (Non-Manager)
458,NY,"135,000.00 - 150,000.00 $ /year",Manager (Manager/Supervisor of Staff)
459,NY,"55,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
460,CT,"80,000.00 - 100,000.00 $ /yearbonus",Experienced (Non-Manager)
461,DC,32.36 - 32.36 $ /hour,Legal
462,NY,"140,000.00 - 160,000.00 $ /year",Manager (Manager/Supervisor of Staff)
463,MA,"40,000.00 - 50,000.00 $ /year",Legal
464,NY,"55,000.00 - 65,000.00 $ /yearCommensurate with experience",Experienced (Non-Manager)
465,CA,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
466,FL,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
467,NY,"80,000.00 - 115,000.00 $ /yearCommensurate with experience",Experienced (Non-Manager)
468,OH,"29,000.00 - 30,000.00 $ /year",Experienced (Non-Manager)
469,OH,10.00 - 15.00 $ /hourHourly rate will be based on experience,Experienced (Non-Manager)
470,OK,35.00 - 38.00 $ /hour,Experienced (Non-Manager)
471,VA,Up to $40000.00,Experienced (Non-Manager)
472,NJ,"42,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
473,MI,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
474,VA,$12.00+ /year,Manager (Manager/Supervisor of Staff)
475,FL,12.00 - 12.00 $ /hour,Experienced (Non-Manager)
476,CA,Up to $60000.00,Experienced (Non-Manager)
477,DC,"35,000.00 - 50,000.00 $ /year",Entry Level
478,FL,"33,000.00 - 35,500.00 $ /yearHealth care benifits provided",Experienced (Non-Manager)
479,DC,"70,000.00 - 90,000.00 $ /yearBonus",Experienced (Non-Manager)
480,FL,18.00 - 20.00 $ /hourCompensation based on experience,Experienced (Non-Manager)
481,NJ,27.50 - 33.00 $ /hour,Experienced (Non-Manager)
482,CA,"36,000.00 - 38,000.00 $ /year",Entry Level
483,AZ,"29,000.00 - 33,000.00 $ /year",Experienced (Non-Manager)
484,CO,16.00 - 19.00 $ /hour,Experienced (Non-Manager)
485,DC,"70,000.00 - 70,000.00 $ /year",Entry Level
486,NJ,"150,000.00 - 165,000.00 $ /year",Experienced (Non-Manager)
487,NY,18.00 - 20.00 $ /hour,Experienced (Non-Manager)
488,NJ,Up to $65000.00,Experienced (Non-Manager)
489,TX,"150,000.00 - 300,000.00 $ /year",Experienced (Non-Manager)
490,CA,Up to $65000.00,Experienced (Non-Manager)
491,MI,"$65,000.00+ /yearbonus",Experienced (Non-Manager)
492,NY,"125,000.00 - 140,000.00 $ /year",Manager (Manager/Supervisor of Staff)
493,KY,14.00 - 16.00 $ /hour,Experienced (Non-Manager)
494,FL,12.00 - 12.00 $ /hour,Experienced (Non-Manager)
495,NY,10.00 - 20.00 $ /hourHealth insurance available,Entry Level
496,CA,Up to $16.00,Experienced (Non-Manager)
497,CA,Up to $125000.00,Experienced (Non-Manager)
498,VA,"40,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
499,NY,"55,000.00 - 75,000.00 $ /yearOT and bonus",Experienced (Non-Manager)
500,NJ,Up to $42000.00,Experienced (Non-Manager)
501,DC,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
502,WA,0.00 - 15.00 $ /hour,Experienced (Non-Manager)
503,TX,"$30,000.00+ /year",Entry Level
504,NY,20.00 - 22.00 $ /hour,Entry Level
505,FL,"45,000.00 - 57,000.00 $ /year",Experienced (Non-Manager)
506,MI,"45,000.00 - 55,000.00 $ /yearEnrollment in Firm Bonus Plan after 90 days.",Experienced (Non-Manager)
507,AZ,Up to $20.00,Experienced (Non-Manager)
508,,"45,000.00 - 54,000.00 $ /year",Legal
509,IN,11.00 - 16.00 $ /hour,Experienced (Non-Manager)
510,NV,Up to $50000.00,Experienced (Non-Manager)
511,NY,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
512,CA,15.00 - 19.00 $ /hour,Experienced (Non-Manager)
513,NJ,"30,000.00 - 40,000.00 $ /yearParking Provided by Employer",Experienced (Non-Manager)
514,NY,"40,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
515,TX,"40,000.00 - 50,000.00 $ /yearPlus Bonus",Experienced (Non-Manager)
516,NC,Up to $20.00,Experienced (Non-Manager)
517,NY,"140,000.00 - 160,000.00 $ /year",Manager (Manager/Supervisor of Staff)
518,NJ,Up to $58.00,Experienced (Non-Manager)
519,FL,"40,000.00 - 50,000.00 $ /yearStipend for Health Insurance/401K",Experienced (Non-Manager)
520,NV,Up to $45000.00,Experienced (Non-Manager)
521,FL,"$33,000.00+ /yearBonus",Experienced (Non-Manager)
522,NY,"85,000.00 - 100,000.00 $ /yearBonus eligible",Experienced (Non-Manager)
523,CO,30.00 - 35.00 $ /hour,Experienced (Non-Manager)
524,NY,"70,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
525,FL,Up to $45000.00,Experienced (Non-Manager)
526,,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
527,TX,"110,000.00 - 140,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
528,TX,"4,362.39 - 5,445.57 $ /month",Manager (Manager/Supervisor of Staff)
529,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
530,TX,"35,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
531,TX,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
532,TX,"30,000.00 - 40,000.00 $ /year",Entry Level
533,TX,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
534,TX,$11.50+ /hour,Entry Level
535,TX,50.00 - 60.00 $ /hour,IT/Software Development
536,TX,"105,000.00 - 110,000.00 $ /year",Medical/Health
537,,0.00 - 20.00 $ /hour,Accounting/Finance/Insurance
538,TX,55.00 - 65.00 $ /hour,Experienced (Non-Manager)
539,TX,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
540,TX,18.00 - 22.00 $ /hour,Experienced (Non-Manager)
541,AR,"100,000.00 - 110,000.00 $ /year",Manufacturing/Production/Operations
542,IL,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
543,IL,18.00 - 25.00 $ /hour,Manufacturing/Production/Operations
544,SC,24.23 - 29.86 $ /year,Installation/Maintenance/Repair
545,FL,13.00 - 15.00 $ /hour,Entry Level
546,TN,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
547,CA,"0.00 - 52,000.00 $ /year",Accounting/Finance/Insurance
548,IL,"100,000.00 - 120,000.00 $ /yearpackage",Manager (Manager/Supervisor of Staff)
549,CO,"80,000.00 - 100,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
550,CA,"80,000.00 - 100,000.00 $ /year",Business/Strategic Management
551,IL,"90,000.00 - 120,000.00 $ /yearpackage",Experienced (Non-Manager)
552,NY,"$40,800.00+ /year",Education/Training
553,OH,"65,000.00 - 75,000.00 $ /year",Engineering
554,IN,6.05 - 12.25 $ /hour,Food Services/Hospitality
555,NJ,30.00 - 33.00 $ /hour,Food Services/Hospitality
556,IN,"30,000.00 - 75,000.00 $ /yearPaid vacation & holiday",Experienced (Non-Manager)
557,PR,14.74 - 14.74 $ /hour,Legal
558,,0.00 - 39.00 $ /hour,Legal
559,,16.00 - 16.00 $ /hour,Legal
560,MA,"0.00 - 75,000.00 $ /year",Other
561,NJ,22.00 - 22.00 $ /hour,Experienced (Non-Manager)
562,TX,"110,000.00 - 150,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
563,,"0.00 - 45,000.00 $ /year",Administrative/Clerical
564,MA,15.00 - 20.00 $ /hour,Installation/Maintenance/Repair
565,NY,14.00 - 16.00 $ /hour,Experienced (Non-Manager)
566,MA,"120,000.00 - 150,000.00 $ /year",Accounting/Finance/Insurance
567,MN,"100,000.00 - 110,000.00 $ /year",IT/Software Development
568,MA,"0.00 - 120,000.00 $ /year",Engineering
569,MA,"120,000.00 - 150,000.00 $ /year",Marketing/Product
570,MA,"100,000.00 - 185,000.00 $ /year",Accounting/Finance/Insurance
571,MA,"100,000.00 - 120,000.00 $ /hour",Accounting/Finance/Insurance
572,MA,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
573,IL,"85,000.00 - 110,000.00 $ /year",Manager (Manager/Supervisor of Staff)
574,FL,"90,000.00 - 100,000.00 $ /year",Project/Program Management
575,PA,"70,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
576,GA,25.00 - 25.00 $ /hour,IT/Software Development
577,CA,"100,000.00 - 135,000.00 $ /year?",Food Services/Hospitality
578,FL,0.00 - 14.00 $ /hour,Accounting/Finance/Insurance
579,GA,22.00 - 22.00 $ /hour,Marketing/Product
580,GA,25.00 - 41.00 $ /hour,Medical/Health
581,GA,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
582,NV,"75,000.00 - 150,000.00 $ /year",Experienced (Non-Manager)
583,NV,15.00 - 15.00 $ /hour,Sales/Retail/Business Development
584,NV,"80,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
585,NV,"57,200.00 - 62,400.00 $ /yeardiscretionary salary and bonus",Manager (Manager/Supervisor of Staff)
586,NV,$10.00+ /hour,Entry Level
587,NV,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
588,WI,$16.00+ /hour,General/Other: Logistics/TransportationPurchasing
589,NV,13.00 - 15.00 $ /year,Customer Support/Client Care
590,WI,27.00 - 27.36 $ /hour,Experienced (Non-Manager)
591,NV,Up to $54000.00,Experienced (Non-Manager)
592,NV,$10.50+ /hour,Customer Support/Client Care
593,NV,Up to $85000.00,Experienced (Non-Manager)
594,NV,Up to $40000.00,Experienced (Non-Manager)
595,NV,Up to $15.00,Experienced (Non-Manager)
596,NV,13.00 - 19.00 $ /hourBonus,Experienced (Non-Manager)
597,WI,14.22 - 16.36 $ /hour,Administrative/Clerical
598,NV,35.00 - 40.00 $ /hour,Medical/Health
599,NV,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
600,NV,"75,000.00 - 75,000.00 $ /year",Entry Level
601,NV,0.00 - 960.00 $ ?bi-weeklyPay increase upon completion of training and promotion to Assistant Manager,Manager (Manager/Supervisor of Staff)
602,WI,$13.83+ /hour,"Car, Van and Bus DrivingGeneral/Other: Logistics/TransportationTruck Driving"
603,NV,"38,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
604,NV,"100,000.00 - 135,000.00 $ /year",Accounting/Finance/Insurance
605,WI,0.00 - 35.00 $ /hour,Accounting/Finance/Insurance
606,TN,"27,000.00 - 29,000.00 $ /year",Administrative/Clerical
607,NV,Up to $29.00,Experienced (Non-Manager)
608,NV,"45,000.00 - 65,000.00 $ /year",Logistics/Transportation
609,NV,Up to $60000.00,Experienced (Non-Manager)
610,NV,"125,000.00 - 175,000.00 $ /year",Entry Level
611,NV,"50,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
612,NV,Up to $9.50,Experienced (Non-Manager)
613,NV,"42,000.00 - 52,000.00 $ /year",Entry Level
614,NV,"40,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
615,NV,Up to $15.00,Experienced (Non-Manager)
616,NV,Up to $13.00,Experienced (Non-Manager)
617,WI,"70,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
618,WI,12.00 - 12.00 $ /hourgas allowance,Entry Level
619,NV,Up to $40000.00,Experienced (Non-Manager)
620,NV,Up to $15.00,Experienced (Non-Manager)
621,NV,Up to $10.00,Experienced (Non-Manager)
622,NV,17.00 - 22.00 $ /hour,Experienced (Non-Manager)
623,WI,"200,000.00 - 250,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
624,TN,"20,000.00 - 30,000.00 $ /year",Student (High School)
625,WI,"55,000.00 - 75,000.00 $ /yearBase Salary + Commissions + Benefits",Experienced (Non-Manager)
626,NV,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
627,WI,"37,000.00 - 65,000.00 $ /yearw/ monthly performance bonus & commission",Entry Level
628,NV,Up to $30000.00,Experienced (Non-Manager)
629,NV,Up to $9.94,Experienced (Non-Manager)
630,NV,Up to $15.00,Experienced (Non-Manager)
631,TN,$12.00+ /hourannual bonus available,Experienced (Non-Manager)
632,NV,Up to $14.00,Experienced (Non-Manager)
633,WI,"0.00 - 65,000.00 $ /year",Experienced (Non-Manager)
634,NV,"38,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
635,WI,9.00 - 13.00 $ /hour,Experienced (Non-Manager)
636,WI,"70,000.00 - 95,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
637,NV,"45,000.00 - 55,000.00 $ /year",Accounting/Finance/Insurance
638,NV,Up to $26000.00,Experienced (Non-Manager)
639,NV,"0.00 - 80,000.00 $ /year",Sales/Retail/Business Development
640,WI,17.24 - 39.66 $ /hour,General/Other: Medical/HealthVeterinary/Animal Care
641,NV,Up to $16.00,Experienced (Non-Manager)
642,NV,Up to $31000.00,Experienced (Non-Manager)
643,TN,12.00 - 14.00 $ /hour,Accounting/Finance/Insurance
644,NV,10.75 - 10.75 $ /hour,Customer Support/Client Care
645,NV,"?85,000.00 - 120,000.00 $ /year",Medical/Health
646,,35.00 - 46.00 $ /hour,IT/Software Development
647,NV,"50,000.00 - 75,000.00 $ /yearSalary $30,000 + Commissions + Benefits",Experienced (Non-Manager)
648,NV,25.00 - 25.00 $ /hour,Human Resources
649,NV,Up to $10.00,Experienced (Non-Manager)
650,NV,"80,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
651,WI,"$42,167.00+ /year",Contracts AdministrationGeneral/Other: Legal
652,WI,"$40,000.00+ /year",Investor and Public/Media RelationsMarketing CommunicationsGeneral/Other: Marketing/Product
653,NV,Up to $15.00,Experienced (Non-Manager)
654,WI,15.34 - 25.50 $ /hour,Veterinary/Animal Care
655,NV,Up to $50000.00,Experienced (Non-Manager)
656,WI,13.78 - 16.60 $ /hour,Banking/Real Estate/Mortgage Professionals
657,WI,14.22 - 16.36 $ /hour,Administrative/Clerical
658,NV,"50,000.00 - 150,000.00 $ /yearbonus",Manager (Manager/Supervisor of Staff)
659,WI,"40,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
660,NV,Up to $20.00,Experienced (Non-Manager)
661,NV,"65,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
662,NV,"30,000.00 - 35,000.00 $ /year",Entry Level
663,NV,15.00 - 15.00 $ /hour,Customer Support/Client Care
664,NV,Up to $16.00 per hour,Customer Support/Client Care
665,NV,"$25,000.00+ /yearCommission, Auto Allowance, Telephone Allowance",Entry Level
666,NV,Up to $11.00,Experienced (Non-Manager)
667,SC,"200,000.00 - 350,000.00 $ /year",Entry Level
668,OH,0.00 - 22.15 $ /hour,Experienced (Non-Manager)
669,MN,"$51,446.00+ /year",Medical/Health
670,CA,Up to $19.24,Experienced (Non-Manager)
671,FL,"85,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
672,TX,32.00 - 35.00 $ /hour,Entry Level
673,TX,30.00 - 36.00 $ /hourfull package,Experienced (Non-Manager)
674,WA,"122,000.00 - 153,000.00 $ /yearRelocation","Executive (SVP, VP, Department Head, etc)"
675,TX,47.00 - 52.00 $ /hour,Medical/Health
676,FL,Up to $14.00,Experienced (Non-Manager)
677,MD,"50,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
678,CA,Up to $19.24,Experienced (Non-Manager)
679,IA,$12.00+ /hour,Medical/Health
680,CA,"155,000.00 - 180,000.00 $ /year",Manager (Manager/Supervisor of Staff)
681,TX,"50,000.00 - 65,000.00 $ /yearPercentage of profits as bonus",Manager (Manager/Supervisor of Staff)
682,MD,30.00 - 40.00 $ /hourtemp to perm position,Experienced (Non-Manager)
683,MO,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
684,TX,12.31 - 14.88 $ /year,Medical/Health
685,FL,Up to $15.00,Experienced (Non-Manager)
686,OH,0.00 - 22.15 $ /hour,Experienced (Non-Manager)
687,DC,"95,000.00 - 100,000.00 $ /yearfull benefits package",Experienced (Non-Manager)
688,CO,13.00 - 15.00 $ /year,Building Construction/Skilled Trades
689,CO,"63,400.00 - 86,858.00 $ /year",Accounting/Finance/Insurance
690,CO,"90,000.00 - 110,000.00 $ /year",Medical/Health
691,CO,"50,000.00 - 150,000.00 $ /year",Sales/Retail/Business Development
692,WA,$12.00+ /hour,Education Level High School or equivalent
693,CO,11.00 - 14.00 $ /hour,Entry Level
694,PA,10.00 - 11.00 $ /hour,Security/Protective Services
695,CA,"50,000.00 - 200,000.00 $ /year",Sales/Retail/Business Development
696,CA,0.00 - 21.00 $ /hour,Accounting/Finance/Insurance
697,CA,"43,000.00 - 43,000.00 $ /year",Sales/Retail/Business Development
698,MA,"40,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
699,AR,"75,000.00 - 85,000.00 $ /year",Manufacturing/Production/Operations
700,KS,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
701,CA,0.00 - 18.00 $ /hour,Manufacturing/Production/Operations
702,WA,9.47 - 15.47 $ /hour,Career Level Entry Level
703,TX,"80,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
704,TX,"80,000.00 - 130,000.00 $ /year",Building Construction/Skilled Trades
705,TX,"70,000.00 - 120,000.00 $ /year",Building Construction/Skilled Trades
706,CO,"40,600.00 - 67,600.00 $ /year",Experienced (Non-Manager)
707,CO,"35,000.00 - 55,000.00 $ /year",Building Construction/Skilled Trades
708,CO,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
709,CO,"37,440.00 - 41,600.00 $ /year",Accounting/Finance/Insurance
710,CO,$14.00+ /hour,Sales/Retail/Business Development
711,TX,"80,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
712,CO,15.00 - 20.00 $ /year,Accounting/Finance/Insurance
713,TX,"85,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
714,TX,"80,000.00 - 110,000.00 $ /year",Building Construction/Skilled Trades
715,CO,"37,200.00 - 50,300.00 $ /year",Experienced (Non-Manager)
716,CO,"40,000.00 - 44,000.00 $ /year",Accounting/Finance/Insurance
717,SD,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
718,WA,15.00 - 16.00 $ /hour,Career Level Experienced (Non-Manager)
719,NV,Up to $90000.00,Experienced (Non-Manager)
720,NY,"0.00 - 45,000.00 $ /year",Installation/Maintenance/Repair
721,CO,12.00 - 15.00 $ /hour,Logistics/Transportation
722,TX,"80,000.00 - 150,000.00 $ /year",Manager (Manager/Supervisor of Staff)
723,TX,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
724,TX,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
725,TX,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
726,TX,"60,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
727,CA,35.00 - 38.00 $ /hour,Experienced (Non-Manager)
728,CA,Base + Commission= Total Compensation ($100K+),Experienced (Non-Manager)
729,TX,"0.00 - 70,000.00 $ /year",Sales/Retail/Business Development
730,TX,"80,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
731,GA,$14.00+ /hour,Entry Level
732,TX,"70,000.00 - 85,000.00 $ /year",Building Construction/Skilled Trades
733,TX,15.00 - 15.00 $ /hour,Customer Support/Client Care
734,GA,14.00 - 17.00 $ /hour,Human Resources
735,NV,"65,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
736,MO,$85.00+ /year,Banking/Real Estate/Mortgage Professionals
737,NC,"80,000.00 - 95,000.00 $ /yearBenefits, Competitive Bonus, Relocation","Executive (SVP, VP, Department Head, etc)"
738,,"0.00 - 85,000.00 $ /yearbonuses, relocation money, etc",Manager (Manager/Supervisor of Staff)
739,MO,"26,000.00 - 50,000.00 $ /year",Installation/Maintenance/Repair
740,MN,18.00 - 24.00 $ /hour,Experienced (Non-Manager)
741,CA,16.00 - 20.00 $ /hour,Experienced (Non-Manager)
742,IA,$12.00+ /hour,Student (High School)
743,FL,10.75 - 11.75 $ /hour,Entry Level
744,IL,12.00 - 14.00 $ /year,Manufacturing/Production/Operations
745,IL,600.00 - 800.00 $ /week,Entry Level
746,FL,"40,000.00 - 50,000.00 $ /year",Installation/Maintenance/Repair
747,LA,"45,000.00 - 55,000.00 $ /yearQuarterly Bonuses",Entry Level
748,PA,12.00 - 20.00 $ /hour,Experienced (Non-Manager)
749,ID,0.00 - 35.00 $ /hour,Installation/Maintenance/Repair
750,AL,14.00 - 19.00 $ /hourplus commission and full benefits,Entry Level
751,NJ,13.00 - 15.00 $ /hour,Entry Level
752,NJ,"35,000.00 - 45,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
753,CO,0.00 - 8.50 $ /hour,Entry Level
754,VA,"30,000.00 - 35,000.00 $ /yearPlus Take home company vehicle, bonus opportunities,",Entry Level
755,IL,"30,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
756,,"35,000.00 - 85,000.00 $ /year",Installation/Maintenance/Repair
757,NJ,12.50 - 13.50 $ /hour,Manufacturing/Production/Operations
758,WA,12.00 - 13.00 $ /hour,Installation/Maintenance/Repair
759,TX,"32,000.00 - 36,000.00 $ /year",Installation/Maintenance/Repair
760,CA,"83,496.00 - 96,660.00 $ /yearExcellent benefits and retirement",Experienced (Non-Manager)
761,NJ,"35,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
762,CA,$14.50+ /hour,Entry Level
763,FL,16.00 - 18.00 $ /hour,Experienced (Non-Manager)
764,OH,15.00 - 15.50 $ /hour,Experienced (Non-Manager)
765,IA,"115,000.00 - 120,000.00 $ /yearBonus potential 50%",Manager (Manager/Supervisor of Staff)
766,IL,12.00 - 17.00 $ /hourbonuses available for exceptional work,Entry Level
767,WA,16.00 - 24.00 $ /hourD.O.E,Experienced (Non-Manager)
768,SC,20.00 - 31.00 $ /hour,Experienced (Non-Manager)
769,FL,"85,000.00 - 95,000.00 $ /yearalong with a phenomenal benefits plan",Experienced (Non-Manager)
770,MA,20.00 - 23.00 $ /hour,Experienced (Non-Manager)
771,CO,18.00 - 22.00 $ /hour,Student (High School)
772,IL,$10.25+ /hour,Entry Level
