,location,salary,sector
353,New York,"60,000.00 - 75,000.00 $ /yearCommensurate with experience",Experienced (Non-Manager)
354,Pennsylvania,"95,000.00 - 125,000.00 $ /year",Legal
355,Colorado,"50,000.00 - 65,000.00 $ /yearbonuses based upon performance",Experienced (Non-Manager)
356,California,"40,000.00 - 45,000.00 $ /yearbase + bonus",Experienced (Non-Manager)
357,New York,"110,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
358,Florida,"35,000.00 - 40,000.00 $ /year",Entry Level
359,New York,"80,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
360,California,"30.00 - 40.00 $ /hourhours flexible, salary negotiable",Experienced (Non-Manager)
361,New York,"135,000.00 - 150,000.00 $ /year",Manager (Manager/Supervisor of Staff)
362,New York,"55,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
363,Connecticut,"80,000.00 - 100,000.00 $ /yearbonus",Experienced (Non-Manager)
364,Connecticut,32.36 - 32.36 $ /hour,Legal
365,New York,"140,000.00 - 160,000.00 $ /year",Manager (Manager/Supervisor of Staff)
366,Massachusetts,"40,000.00 - 50,000.00 $ /year",Legal
367,New York,"55,000.00 - 65,000.00 $ /yearCommensurate with experience",Experienced (Non-Manager)
368,California,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
369,Florida,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
370,New York,"80,000.00 - 115,000.00 $ /yearCommensurate with experience",Experienced (Non-Manager)
371,Ohio,"29,000.00 - 30,000.00 $ /year",Experienced (Non-Manager)
372,Ohio,10.00 - 15.00 $ /hourHourly rate will be based on experience,Experienced (Non-Manager)
373,Oklahoma,35.00 - 38.00 $ /hour,Experienced (Non-Manager)
374,New jersey,"42,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
375,Michigan,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
376,Florida,12.00 - 12.00 $ /hour,Experienced (Non-Manager)
377,California,"35,000.00 - 50,000.00 $ /year",Entry Level
378,Florida,"33,000.00 - 35,500.00 $ /yearHealth care benifits provided",Experienced (Non-Manager)
379,Florida,"70,000.00 - 90,000.00 $ /yearBonus",Experienced (Non-Manager)
380,Florida,18.00 - 20.00 $ /hourCompensation based on experience,Experienced (Non-Manager)
381,New jersey,27.50 - 33.00 $ /hour,Experienced (Non-Manager)
382,California,"36,000.00 - 38,000.00 $ /year",Entry Level
383,Arizona,"29,000.00 - 33,000.00 $ /year",Experienced (Non-Manager)
384,Colorado,16.00 - 19.00 $ /hour,Experienced (Non-Manager)
385,Colorado,"70,000.00 - 70,000.00 $ /year",Entry Level
386,New jersey,"150,000.00 - 165,000.00 $ /year",Experienced (Non-Manager)
387,New York,18.00 - 20.00 $ /hour,Experienced (Non-Manager)
388,Texas,"150,000.00 - 300,000.00 $ /year",Experienced (Non-Manager)
389,New York,"125,000.00 - 140,000.00 $ /year",Manager (Manager/Supervisor of Staff)
390,Kentucky,14.00 - 16.00 $ /hour,Experienced (Non-Manager)
391,Florida,12.00 - 12.00 $ /hour,Experienced (Non-Manager)
392,New York,10.00 - 20.00 $ /hourHealth insurance available,Entry Level
393,Virginia,"40,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
394,New York,"55,000.00 - 75,000.00 $ /yearOT and bonus",Experienced (Non-Manager)
395,New jersey,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
396,Washington,0.00 - 15.00 $ /hour,Experienced (Non-Manager)
397,New York,20.00 - 22.00 $ /hour,Entry Level
398,Florida,"45,000.00 - 57,000.00 $ /year",Experienced (Non-Manager)
399,Michigan,"45,000.00 - 55,000.00 $ /yearEnrollment in Firm Bonus Plan after 90 days.",Experienced (Non-Manager)
400,Indiana,11.00 - 16.00 $ /hour,Experienced (Non-Manager)
401,New York,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
402,California,15.00 - 19.00 $ /hour,Experienced (Non-Manager)
403,New jersey,"30,000.00 - 40,000.00 $ /yearParking Provided by Employer",Experienced (Non-Manager)
404,New York,"40,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
405,Texas,"40,000.00 - 50,000.00 $ /yearPlus Bonus",Experienced (Non-Manager)
406,New York,"140,000.00 - 160,000.00 $ /year",Manager (Manager/Supervisor of Staff)
407,Florida,"40,000.00 - 50,000.00 $ /yearStipend for Health Insurance/401K",Experienced (Non-Manager)
408,New York,"85,000.00 - 100,000.00 $ /yearBonus eligible",Experienced (Non-Manager)
409,Colorado,30.00 - 35.00 $ /hour,Experienced (Non-Manager)
410,New York,"70,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
411,Texas,"110,000.00 - 140,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
412,Texas,"4,362.39 - 5,445.57 $ /month",Manager (Manager/Supervisor of Staff)
413,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
414,Texas,"35,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
415,Texas,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
416,Texas,"30,000.00 - 40,000.00 $ /year",Entry Level
417,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
418,Texas,50.00 - 60.00 $ /hour,IT/Software Development
419,Texas,"105,000.00 - 110,000.00 $ /year",Medical/Health
420,Texas,55.00 - 65.00 $ /hour,Experienced (Non-Manager)
421,Texas,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
422,Texas,18.00 - 22.00 $ /hour,Experienced (Non-Manager)
423,Arkansas,"100,000.00 - 110,000.00 $ /year",Manufacturing/Production/Operations
424,Illinois,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
425,Illinois,18.00 - 25.00 $ /hour,Manufacturing/Production/Operations
426,South carolina,24.23 - 29.86 $ /year,Installation/Maintenance/Repair
427,Florida,13.00 - 15.00 $ /hour,Entry Level
428,Tennessee,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
429,California,"0.00 - 52,000.00 $ /year",Accounting/Finance/Insurance
430,Illinois,"100,000.00 - 120,000.00 $ /yearpackage",Manager (Manager/Supervisor of Staff)
431,Colorado,"80,000.00 - 100,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
432,California,"80,000.00 - 100,000.00 $ /year",Business/Strategic Management
433,Illinois,"90,000.00 - 120,000.00 $ /yearpackage",Experienced (Non-Manager)
434,Ohio,"65,000.00 - 75,000.00 $ /year",Engineering
435,Indiana,6.05 - 12.25 $ /hour,Food Services/Hospitality
436,New jersey,30.00 - 33.00 $ /hour,Food Services/Hospitality
437,Indiana,"30,000.00 - 75,000.00 $ /yearPaid vacation & holiday",Experienced (Non-Manager)
438,Indiana,14.74 - 14.74 $ /hour,Legal
439,Massachusetts,"0.00 - 75,000.00 $ /year",Other
440,New jersey,22.00 - 22.00 $ /hour,Experienced (Non-Manager)
441,Texas,"110,000.00 - 150,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
442,Massachusetts,15.00 - 20.00 $ /hour,Installation/Maintenance/Repair
443,New York,14.00 - 16.00 $ /hour,Experienced (Non-Manager)
444,Massachusetts,"120,000.00 - 150,000.00 $ /year",Accounting/Finance/Insurance
445,Minnesota,"100,000.00 - 110,000.00 $ /year",IT/Software Development
446,Massachusetts,"0.00 - 120,000.00 $ /year",Engineering
447,Massachusetts,"120,000.00 - 150,000.00 $ /year",Marketing/Product
448,Massachusetts,"100,000.00 - 185,000.00 $ /year",Accounting/Finance/Insurance
449,Massachusetts,"100,000.00 - 120,000.00 $ /hour",Accounting/Finance/Insurance
450,Massachusetts,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
451,Illinois,"85,000.00 - 110,000.00 $ /year",Manager (Manager/Supervisor of Staff)
452,Florida,"90,000.00 - 100,000.00 $ /year",Project/Program Management
453,Pennsylvania,"70,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
454,Georgia,25.00 - 25.00 $ /hour,IT/Software Development
455,California,"100,000.00 - 135,000.00 $ /year?",Food Services/Hospitality
456,Florida,0.00 - 14.00 $ /hour,Accounting/Finance/Insurance
457,Georgia,22.00 - 22.00 $ /hour,Marketing/Product
458,Georgia,25.00 - 41.00 $ /hour,Medical/Health
459,Georgia,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
460,Nevada,"75,000.00 - 150,000.00 $ /year",Experienced (Non-Manager)
461,Nevada,15.00 - 15.00 $ /hour,Sales/Retail/Business Development
462,Nevada,"80,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
463,Nevada,"57,200.00 - 62,400.00 $ /yeardiscretionary salary and bonus",Manager (Manager/Supervisor of Staff)
464,Nevada,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
465,Nevada,13.00 - 15.00 $ /year,Customer Support/Client Care
466,Wisconsin,27.00 - 27.36 $ /hour,Experienced (Non-Manager)
467,Nevada,13.00 - 19.00 $ /hourBonus,Experienced (Non-Manager)
468,Wisconsin,14.22 - 16.36 $ /hour,Administrative/Clerical
469,Nevada,35.00 - 40.00 $ /hour,Medical/Health
470,Nevada,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
471,Nevada,"75,000.00 - 75,000.00 $ /year",Entry Level
472,Nevada,0.00 - 960.00 $ ?bi-weeklyPay increase upon completion of training and promotion to Assistant Manager,Manager (Manager/Supervisor of Staff)
473,Nevada,"38,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
474,Nevada,"100,000.00 - 135,000.00 $ /year",Accounting/Finance/Insurance
475,Wisconsin,0.00 - 35.00 $ /hour,Accounting/Finance/Insurance
476,Tennessee,"27,000.00 - 29,000.00 $ /year",Administrative/Clerical
477,Nevada,"45,000.00 - 65,000.00 $ /year",Logistics/Transportation
478,Nevada,"125,000.00 - 175,000.00 $ /year",Entry Level
479,Nevada,"50,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
480,Nevada,"42,000.00 - 52,000.00 $ /year",Entry Level
481,Nevada,"40,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
482,Wisconsin,"70,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
483,Wisconsin,12.00 - 12.00 $ /hourgas allowance,Entry Level
484,Nevada,17.00 - 22.00 $ /hour,Experienced (Non-Manager)
485,Wisconsin,"200,000.00 - 250,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
486,Tennessee,"20,000.00 - 30,000.00 $ /year",Student (High School)
487,Wisconsin,"55,000.00 - 75,000.00 $ /yearBase Salary + Commissions + Benefits",Experienced (Non-Manager)
488,Nevada,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
489,Wisconsin,"37,000.00 - 65,000.00 $ /yearw/ monthly performance bonus & commission",Entry Level
490,Wisconsin,"0.00 - 65,000.00 $ /year",Experienced (Non-Manager)
491,Nevada,"38,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
492,Wisconsin,9.00 - 13.00 $ /hour,Experienced (Non-Manager)
493,Wisconsin,"70,000.00 - 95,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
494,Nevada,"45,000.00 - 55,000.00 $ /year",Accounting/Finance/Insurance
495,Nevada,"0.00 - 80,000.00 $ /year",Sales/Retail/Business Development
496,Wisconsin,17.24 - 39.66 $ /hour,General/Other: Medical/HealthVeterinary/Animal Care
497,Tennessee,12.00 - 14.00 $ /hour,Accounting/Finance/Insurance
498,Nevada,10.75 - 10.75 $ /hour,Customer Support/Client Care
499,Nevada,"85,000.00 - 120,000.00 $ /year",Medical/Health
500,Nevada,"50,000.00 - 75,000.00 $ /yearSalary $30,000 + Commissions + Benefits",Experienced (Non-Manager)
501,Nevada,25.00 - 25.00 $ /hour,Human Resources
502,Nevada,"80,000.00 - 90,000.00 $ /year",Accounting/Finance/Insurance
503,Wisconsin,15.34 - 25.50 $ /hour,Veterinary/Animal Care
504,Wisconsin,13.78 - 16.60 $ /hour,Banking/Real Estate/Mortgage Professionals
505,Wisconsin,14.22 - 16.36 $ /hour,Administrative/Clerical
506,Nevada,"50,000.00 - 150,000.00 $ /yearbonus",Manager (Manager/Supervisor of Staff)
507,Wisconsin,"40,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
508,Nevada,"65,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
509,Nevada,"30,000.00 - 35,000.00 $ /year",Entry Level
510,Nevada,15.00 - 15.00 $ /hour,Customer Support/Client Care
511,South carolina,"200,000.00 - 350,000.00 $ /year",Entry Level
512,Ohio,0.00 - 22.15 $ /hour,Experienced (Non-Manager)
513,Florida,"85,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
514,Texas,32.00 - 35.00 $ /hour,Entry Level
515,Texas,30.00 - 36.00 $ /hourfull package,Experienced (Non-Manager)
516,Washington,"122,000.00 - 153,000.00 $ /yearRelocation","Executive (SVP, VP, Department Head, etc)"
517,Texas,47.00 - 52.00 $ /hour,Medical/Health
518,Maryland,"50,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
519,California,"155,000.00 - 180,000.00 $ /year",Manager (Manager/Supervisor of Staff)
520,Texas,"50,000.00 - 65,000.00 $ /yearPercentage of profits as bonus",Manager (Manager/Supervisor of Staff)
521,Maryland,30.00 - 40.00 $ /hourtemp to perm position,Experienced (Non-Manager)
522,Missouri,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
523,Texas,12.31 - 14.88 $ /year,Medical/Health
524,Ohio,0.00 - 22.15 $ /hour,Experienced (Non-Manager)
525,Ohio,"95,000.00 - 100,000.00 $ /yearfull benefits package",Experienced (Non-Manager)
526,Colorado,13.00 - 15.00 $ /year,Building Construction/Skilled Trades
527,Colorado,"63,400.00 - 86,858.00 $ /year",Accounting/Finance/Insurance
528,Colorado,"90,000.00 - 110,000.00 $ /year",Medical/Health
529,Colorado,"50,000.00 - 150,000.00 $ /year",Sales/Retail/Business Development
530,Colorado,11.00 - 14.00 $ /hour,Entry Level
531,Pennsylvania,10.00 - 11.00 $ /hour,Security/Protective Services
532,California,"50,000.00 - 200,000.00 $ /year",Sales/Retail/Business Development
533,California,0.00 - 21.00 $ /hour,Accounting/Finance/Insurance
534,California,"43,000.00 - 43,000.00 $ /year",Sales/Retail/Business Development
535,Massachusetts,"40,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
536,Arkansas,"75,000.00 - 85,000.00 $ /year",Manufacturing/Production/Operations
537,Kansas,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
538,California,0.00 - 18.00 $ /hour,Manufacturing/Production/Operations
539,Washington,9.47 - 15.47 $ /hour,Career Level Entry Level
540,Texas,"80,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
541,Texas,"80,000.00 - 130,000.00 $ /year",Building Construction/Skilled Trades
542,Texas,"70,000.00 - 120,000.00 $ /year",Building Construction/Skilled Trades
543,Colorado,"40,600.00 - 67,600.00 $ /year",Experienced (Non-Manager)
544,Colorado,"35,000.00 - 55,000.00 $ /year",Building Construction/Skilled Trades
545,Colorado,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
546,Colorado,"37,440.00 - 41,600.00 $ /year",Accounting/Finance/Insurance
547,Texas,"80,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
548,Colorado,15.00 - 20.00 $ /year,Accounting/Finance/Insurance
549,Texas,"85,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
550,Texas,"80,000.00 - 110,000.00 $ /year",Building Construction/Skilled Trades
551,Colorado,"37,200.00 - 50,300.00 $ /year",Experienced (Non-Manager)
552,Colorado,"40,000.00 - 44,000.00 $ /year",Accounting/Finance/Insurance
553,South dakota,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
554,Washington,15.00 - 16.00 $ /hour,Career Level Experienced (Non-Manager)
555,New York,"0.00 - 45,000.00 $ /year",Installation/Maintenance/Repair
556,Colorado,12.00 - 15.00 $ /hour,Logistics/Transportation
557,Texas,"80,000.00 - 150,000.00 $ /year",Manager (Manager/Supervisor of Staff)
558,Texas,"55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
559,Texas,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
560,Texas,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
561,Texas,"60,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
562,California,35.00 - 38.00 $ /hour,Experienced (Non-Manager)
563,Texas,"0.00 - 70,000.00 $ /year",Sales/Retail/Business Development
564,Texas,"80,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
565,Texas,"70,000.00 - 85,000.00 $ /year",Building Construction/Skilled Trades
566,Texas,15.00 - 15.00 $ /hour,Customer Support/Client Care
567,Georgia,14.00 - 17.00 $ /hour,Human Resources
568,Nevada,"65,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
569,North Carolina,"80,000.00 - 95,000.00 $ /yearBenefits, Competitive Bonus, Relocation","Executive (SVP, VP, Department Head, etc)"
570,Missouri,"26,000.00 - 50,000.00 $ /year",Installation/Maintenance/Repair
571,Minnesota,18.00 - 24.00 $ /hour,Experienced (Non-Manager)
572,California,16.00 - 20.00 $ /hour,Experienced (Non-Manager)
573,Florida,10.75 - 11.75 $ /hour,Entry Level
574,Illinois,12.00 - 14.00 $ /year,Manufacturing/Production/Operations
575,Illinois,600.00 - 800.00 $ /week,Entry Level
576,Florida,"40,000.00 - 50,000.00 $ /year",Installation/Maintenance/Repair
577,Louisiana,"45,000.00 - 55,000.00 $ /yearQuarterly Bonuses",Entry Level
578,Pennsylvania,12.00 - 20.00 $ /hour,Experienced (Non-Manager)
579,Idaho,0.00 - 35.00 $ /hour,Installation/Maintenance/Repair
580,Alabama,14.00 - 19.00 $ /hourplus commission and full benefits,Entry Level
581,New jersey,13.00 - 15.00 $ /hour,Entry Level
582,New jersey,"35,000.00 - 45,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
583,Colorado,0.00 - 8.50 $ /hour,Entry Level
584,Virginia,"30,000.00 - 35,000.00 $ /yearPlus Take home company vehicle, bonus opportunities,",Entry Level
585,Illinois,"30,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
586,New jersey,12.50 - 13.50 $ /hour,Manufacturing/Production/Operations
587,Washington,12.00 - 13.00 $ /hour,Installation/Maintenance/Repair
588,Texas,"32,000.00 - 36,000.00 $ /year",Installation/Maintenance/Repair
589,California,"83,496.00 - 96,660.00 $ /yearExcellent benefits and retirement",Experienced (Non-Manager)
590,New jersey,"35,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
591,Florida,16.00 - 18.00 $ /hour,Experienced (Non-Manager)
592,Ohio,15.00 - 15.50 $ /hour,Experienced (Non-Manager)
593,Iowa,"115,000.00 - 120,000.00 $ /yearBonus potential 50%",Manager (Manager/Supervisor of Staff)
594,Illinois,12.00 - 17.00 $ /hourbonuses available for exceptional work,Entry Level
595,Washington,16.00 - 24.00 $ /hourD.O.E,Experienced (Non-Manager)
596,South carolina,20.00 - 31.00 $ /hour,Experienced (Non-Manager)
597,Florida,"85,000.00 - 95,000.00 $ /yearalong with a phenomenal benefits plan",Experienced (Non-Manager)
598,Massachusetts,20.00 - 23.00 $ /hour,Experienced (Non-Manager)
599,Colorado,18.00 - 22.00 $ /hour,Student (High School)
600,Pennsylvania,"35,000.00 - 40,000.00 $ /yearPlus Take home company vehicle, bonus opportunities,",Entry Level
601,Minnesota,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
602,Florida,15.75 - 17.00 $ /hour,Experienced (Non-Manager)
603,Illinois,"30,000.00 - 100,000.00 $ /year",Entry Level
604,Ohio,21.00 - 23.00 $ /year,Installation/Maintenance/Repair
605,New York,24.85 - 29.81 $ /hour,Installation/Maintenance/Repair
606,New hampshire,12.00 - 12.00 $ /hour,Manufacturing/Production/Operations
607,New jersey,"90,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
608,Ohio,"25,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
609,Mississippi,10.85 - 11.85 $ /hour,Manufacturing/Production/Operations
610,New jersey,"45,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
611,Ohio,"45,000.00 - 50,000.00 $ /yearmonthly car allowance",Manager (Manager/Supervisor of Staff)
612,North Carolina,"62,000.00 - 78,000.00 $ /year6,000",Manager (Manager/Supervisor of Staff)
613,Pennsylvania,12.00 - 17.00 $ /year,Manufacturing/Production/Operations
614,California,25.00 - 25.00 $ /hour,Experienced (Non-Manager)
615,Illinois,600.00 - 800.00 $ /week,Entry Level
616,Colorado,14.00 - 15.00 $ /hour,Manufacturing/Production/Operations
617,Virginia,"65,000.00 - 68,000.00 $ /yearHoliday bonus, OT",Experienced (Non-Manager)
618,Massachusetts,12.00 - 15.00 $ /hour,Entry Level
619,Indiana,"30,000.00 - 50,000.00 $ /year",Entry Level
620,Michigan,13.00 - 15.00 $ /hourbonuses,Student (Undergraduate/Graduate)
621,California,15.00 - 23.00 $ /hour,Entry Level
622,Indiana,18.00 - 25.00 $ /hour,Experienced (Non-Manager)
623,Tennessee,"28,000.00 - 35,000.00 $ /year",Entry Level
624,Illinois,15.50 - 15.50 $ /hour,Experienced (Non-Manager)
625,New York,22.00 - 24.00 $ /hour,Experienced (Non-Manager)
626,Illinois,18.00 - 25.00 $ /hour,Student (Undergraduate/Graduate)
627,Illinois,"0.00 - 70,000.00 $ /year",Experienced (Non-Manager)
628,Ohio,10.00 - 12.50 $ /hour,Entry Level
629,Illinois,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
630,Massachusetts,14.50 - 14.50 $ /hour,Experienced (Non-Manager)
631,Ohio,"16.00 - 19.00 $ /hourfull benefits, company vehicle and more",Entry Level
632,New jersey,20.00 - 24.00 $ /hour,Experienced (Non-Manager)
633,Tennessee,15.00 - 30.00 $ /hourBonus,Experienced (Non-Manager)
634,New jersey,"52,000.00 - 62,000.00 $ /yearBenefits, Vacation, Holidays, Medical",Experienced (Non-Manager)
635,Texas,18.00 - 22.00 $ /hour,Experienced (Non-Manager)
636,Pennsylvania,16.00 - 21.00 $ /year,Experienced (Non-Manager)
637,Kansas,"70,000.00 - 95,000.00 $ /year",Manager (Manager/Supervisor of Staff)
638,California,11.00 - 11.00 $ /hour,Entry Level
639,Arkansas,21.00 - 24.00 $ /yearVehicle +Gas card+Cell+Benefits+Ot after 8 hours worked,Experienced (Non-Manager)
640,California,10.25 - 11.75 $ /hour,Manufacturing/Production/Operations
641,Tennessee,17.34 - 20.62 $ /hour,Experienced (Non-Manager)
642,Colorado,15.00 - 20.00 $ /hour,Manufacturing/Production/Operations
643,Florida,"20,000.00 - 60,000.00 $ /yearCommissions also",Experienced (Non-Manager)
644,North Carolina,"50,000.00 - 60,000.00 $ /year5000",Manager (Manager/Supervisor of Staff)
645,Mississippi,18.15 - 19.15 $ /hour,Manufacturing/Production/Operations
646,Indiana,"25,000.00 - 75,000.00 $ /yearHoliday & Vacation pay",Experienced (Non-Manager)
647,New jersey,12.00 - 22.00 $ /hour,Experienced (Non-Manager)
648,New jersey,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
649,Pennsylvania,11.00 - 11.50 $ /hourBenefits,Experienced (Non-Manager)
650,Illinois,16.00 - 18.00 $ /hour,Entry Level
651,Ohio,20.56 - 24.81 $ /hour,Installation/Maintenance/Repair
652,Nebraska,0.00 - 12.00 $ /hour,Entry Level
653,Idaho,17.74 - 26.13 $ /hourHealth Care and Vacation Benefits,Experienced (Non-Manager)
654,Illinois,"75,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
655,Texas,11.00 - 12.00 $ /hour,Manufacturing/Production/Operations
656,Ohio,18.00 - 20.00 $ /hour,Manager (Manager/Supervisor of Staff)
657,Ohio,13.00 - 20.00 $ /hour,Experienced (Non-Manager)
658,Texas,18.33 - 27.51 $ /hour,Experienced (Non-Manager)
659,New York,"65,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
660,New jersey,"52,000.00 - 62,000.00 $ /yearBenefits, Vacation, Holidays, Medical",Experienced (Non-Manager)
661,Florida,17.00 - 20.00 $ /year,Experienced (Non-Manager)
662,California,0.00 - 29.50 $ /hour,Installation/Maintenance/Repair
663,Utah,9.28 - 14.00 $ /hour,Entry Level
664,Wisconsin,18.00 - 21.00 $ /hour,Installation/Maintenance/Repair
665,Virginia,"40,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
666,Ohio,"19.00 - 30.00 $ /hourMedical, Vacation, Holiday",Experienced (Non-Manager)
667,Virginia,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
668,New jersey,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
669,Wisconsin,14.00 - 15.00 $ /year,Experienced (Non-Manager)
670,New jersey,21.00 - 30.00 $ /yearOvertime,Experienced (Non-Manager)
671,Minnesota,12.00 - 12.00 $ /hour,Manufacturing/Production/Operations
672,Wisconsin,11.00 - 14.00 $ /hour,Entry Level
673,South carolina,"60,000.00 - 80,000.00 $ /yearCar Allowance",Experienced (Non-Manager)
674,Arkansas,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
675,Tennessee,20.38 - 23.49 $ /hour,Experienced (Non-Manager)
676,Iowa,15.40 - 15.40 $ /hourBenefits and Overtime,Experienced (Non-Manager)
677,Texas,15.99 - 23.98 $ /hour,Experienced (Non-Manager)
678,Florida,10.00 - 15.00 $ /hour,Experienced (Non-Manager)
679,North Dakota,"35,000.00 - 150,000.00 $ /year",Experienced (Non-Manager)
680,Tennessee,0.00 - 12.77 $ /hour,Entry Level
681,Iowa,"55,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
682,Texas,"50,000.00 - 55,000.00 $ /year",Installation/Maintenance/Repair
683,Indiana,11.00 - 11.00 $ /hour,Manufacturing/Production/Operations
684,Texas,"41,600.00 - 54,000.00 $ /year",Experienced (Non-Manager)
685,California,"71,988.00 - 83,340.00 $ /yearExcellent benefits and retirement",Experienced (Non-Manager)
686,California,14.00 - 20.00 $ /hourCan increase with experience,Entry Level
687,Washington,18.00 - 21.00 $ /hour,Installation/Maintenance/Repair
688,New jersey,"45,000.00 - 65,000.00 $ /year",Installation/Maintenance/Repair
689,New hampshire,12.00 - 13.00 $ /hour,Entry Level
690,Massachusetts,"50,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
691,New jersey,9.00 - 9.00 $ /year,Manufacturing/Production/Operations
692,Massachusetts,"50,000.00 - 60,000.00 $ /yearBonuses",Experienced (Non-Manager)
693,California,13.00 - 15.00 $ /hour,Entry Level
694,Tennessee,20.00 - 28.00 $ /hour,Experienced (Non-Manager)
695,Arkansas,20.00 - 25.00 $ /hourvehicle+ gas card+great benefits+ot after 8 hours worked per day+cell,Experienced (Non-Manager)
696,California,"18.00 - 23.00 $ /hourFull family medical, Paid Holidays",Experienced (Non-Manager)
697,Mississippi,19.65 - 20.65 $ /hour,Manufacturing/Production/Operations
698,Indiana,11.00 - 16.25 $ /hour,Manufacturing/Production/Operations
699,Ohio,18.00 - 25.00 $ /hour,Experienced (Non-Manager)
700,Minnesota,"52,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
701,Massachusetts,"51,000.00 - 57,000.00 $ /yearHourly + OT with bonus potential",Experienced (Non-Manager)
702,Arkansas,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
703,Ohio,"80,000.00 - 150,000.00 $ /yearSalary will be based on experience , Negoitable",Manager (Manager/Supervisor of Staff)
704,Colorado,15.00 - 35.00 $ /hourFlat rate,Experienced (Non-Manager)
705,Illinois,"32,000.00 - 40,000.00 $ /yearBonuses, 401K",Entry Level
