State,salary,sector
Texas,64500,Manager (Manager/Supervisor of Staff)
Texas,77000,Manager (Manager/Supervisor of Staff)
Tennessee,82500,IT/Software Development
New hampshire,65000,Experienced (Non-Manager)
Illinois,70000,Sales/Retail/Business Development
Virginia,70000,Sales/Retail/Business Development
Indiana,35000,Manager (Manager/Supervisor of Staff)
Florida,80000,Experienced (Non-Manager)
Missouri,70000,Sales/Retail/Business Development
California,90000,Experienced (Non-Manager)
Massachusetts,18000,Accounting/Finance/Insurance
Indiana,45000,Accounting/Finance/Insurance
Kentucky,52500,Food Services/Hospitality
Ohio,92500,IT/Software Development
Ohio,37500,Customer Support/Client Care
Ohio,60000,Account Management (Commissioned)Insurance Agent/BrokerFinancial Products Sales/Brokerage
Florida,92500,Medical/Health
Illinois,70000,Sales/Retail/Business Development
Georgia,70000,Sales/Retail/Business Development
Illinois,85000,Experienced (Non-Manager)
Missouri,45000,Experienced (Non-Manager)
Illinois,41000,Experienced (Non-Manager)
Ohio,43000,Experienced (Non-Manager)
Ohio,43500,Sales/Retail/Business Development
Ohio,43500,Sales/Retail/Business Development
Ohio,57500,Entry Level
Ohio,152500,Experienced (Non-Manager)
Ohio,82500,Experienced (Non-Manager)
Ohio,43500,Sales/Retail/Business Development
Ohio,94373.5,Manager (Manager/Supervisor of Staff)
Ohio,42500,Installation/Maintenance/Repair
Ohio,65000,Experienced (Non-Manager)
Ohio,43500,Sales/Retail/Business Development
Ohio,31500,Entry Level
Ohio,50000,Sales/Retail/Business Development
Ohio,47500,Experienced (Non-Manager)
Ohio,57500,Experienced (Non-Manager)
Ohio,40000,Experienced (Non-Manager)
Ohio,47500,Experienced (Non-Manager)
Ohio,45000,Experienced (Non-Manager)
Ohio,100000,Manager (Manager/Supervisor of Staff)
Ohio,30000,Experienced (Non-Manager)
Ohio,55000,Manager (Manager/Supervisor of Staff)
Ohio,80000,IT/Software Development
Ohio,43500,Sales/Retail/Business Development
Ohio,43500,Sales/Retail/Business Development
Ohio,51000,Customer Support/Client Care
Ohio,57500,Entry Level
Ohio,52500,Experienced (Non-Manager)
Ohio,25000,Experienced (Non-Manager)
Ohio,100000,Sales/Retail/Business Development
Ohio,16000,Experienced (Non-Manager)
Ohio,43500,Sales/Retail/Business Development
Ohio,51000,Engineering
Ohio,37500,Experienced (Non-Manager)
Ohio,35000,Experienced (Non-Manager)
Ohio,37500,Experienced (Non-Manager)
Ohio,52500,Manager (Manager/Supervisor of Staff)
Ohio,60000,Marketing/Product
Ohio,150500,Experienced (Non-Manager)
Ohio,43500,Sales/Retail/Business Development
Ohio,120000,IT/Software Development
Ohio,42500,Experienced (Non-Manager)
Ohio,37500,Sales/Retail/Business Development
Ohio,43500,Sales/Retail/Business Development
Ohio,60000,Experienced (Non-Manager)
Ohio,45000,Manager (Manager/Supervisor of Staff)
Ohio,42500,Entry Level
Ohio,40000,Manager (Manager/Supervisor of Staff)
Ohio,87500,IT/Software Development
Ohio,43500,Sales/Retail/Business Development
New York,72500,Experienced (Non-Manager)
California,105000,Experienced (Non-Manager)
New York,140000,Manager (Manager/Supervisor of Staff)
Texas,27500,Experienced (Non-Manager)
Massachusetts,72500,Legal
New York,67500,Experienced (Non-Manager)
Pennsylvania,110000,Legal
Colorado,57500,Experienced (Non-Manager)
California,42500,Experienced (Non-Manager)
New York,120000,Manager (Manager/Supervisor of Staff)
Florida,37500,Entry Level
New York,85000,Experienced (Non-Manager)
New York,142500,Manager (Manager/Supervisor of Staff)
New York,65000,Experienced (Non-Manager)
Connecticut,90000,Experienced (Non-Manager)
New York,150000,Manager (Manager/Supervisor of Staff)
Massachusetts,45000,Legal
New York,60000,Experienced (Non-Manager)
California,65000,Experienced (Non-Manager)
Florida,57500,Experienced (Non-Manager)
New York,97500,Experienced (Non-Manager)
Ohio,29500,Experienced (Non-Manager)
New jersey,48500,Experienced (Non-Manager)
California,42500,Entry Level
Florida,34250,Experienced (Non-Manager)
Florida,80000,Experienced (Non-Manager)
California,37000,Entry Level
Arizona,31000,Experienced (Non-Manager)
Colorado,70000,Entry Level
New jersey,157500,Experienced (Non-Manager)
Texas,225000,Experienced (Non-Manager)
New York,132500,Manager (Manager/Supervisor of Staff)
Virginia,47500,Experienced (Non-Manager)
New York,65000,Experienced (Non-Manager)
New jersey,70000,Experienced (Non-Manager)
Florida,51000,Experienced (Non-Manager)
Michigan,50000,Experienced (Non-Manager)
New York,45000,Experienced (Non-Manager)
New jersey,35000,Experienced (Non-Manager)
New York,47500,Experienced (Non-Manager)
Texas,45000,Experienced (Non-Manager)
New York,150000,Manager (Manager/Supervisor of Staff)
Florida,45000,Experienced (Non-Manager)
New York,92500,Experienced (Non-Manager)
New York,80000,Experienced (Non-Manager)
Texas,125000,Manager (Manager/Supervisor of Staff)
Texas,80000,Accounting/Finance/Insurance
Texas,35000,Manager (Manager/Supervisor of Staff)
Texas,55000,Accounting/Finance/Insurance
Texas,35000,Entry Level
Texas,80000,Accounting/Finance/Insurance
Texas,107500,Medical/Health
Texas,67500,Accounting/Finance/Insurance
Arkansas,105000,Manufacturing/Production/Operations
Illinois,82500,Sales/Retail/Business Development
Tennessee,80000,Accounting/Finance/Insurance
California,26000,Accounting/Finance/Insurance
Illinois,110000,Manager (Manager/Supervisor of Staff)
Colorado,90000,"Executive (SVP, VP, Department Head, etc)"
California,90000,Business/Strategic Management
Illinois,105000,Experienced (Non-Manager)
Ohio,70000,Engineering
Indiana,52500,Experienced (Non-Manager)
Massachusetts,37500,Other
Texas,130000,"Executive (SVP, VP, Department Head, etc)"
Massachusetts,135000,Accounting/Finance/Insurance
Minnesota,105000,IT/Software Development
Massachusetts,60000,Engineering
Massachusetts,135000,Marketing/Product
Massachusetts,142500,Accounting/Finance/Insurance
Massachusetts,90000,Experienced (Non-Manager)
Illinois,97500,Manager (Manager/Supervisor of Staff)
Florida,95000,Project/Program Management
Pennsylvania,77500,Experienced (Non-Manager)
California,117500,Food Services/Hospitality
Georgia,65000,Accounting/Finance/Insurance
Nevada,112500,Experienced (Non-Manager)
Nevada,85000,Accounting/Finance/Insurance
Nevada,59800,Manager (Manager/Supervisor of Staff)
Nevada,67500,Accounting/Finance/Insurance
Nevada,67500,Accounting/Finance/Insurance
Nevada,75000,Entry Level
Nevada,41500,Accounting/Finance/Insurance
Nevada,117500,Accounting/Finance/Insurance
Tennessee,28000,Administrative/Clerical
Nevada,55000,Logistics/Transportation
Nevada,150000,Entry Level
Nevada,62500,Manager (Manager/Supervisor of Staff)
Nevada,47000,Entry Level
Nevada,57500,Experienced (Non-Manager)
Wisconsin,90000,Experienced (Non-Manager)
Wisconsin,225000,"Executive (SVP, VP, Department Head, etc)"
Tennessee,25000,Student (High School)
Wisconsin,65000,Experienced (Non-Manager)
Nevada,65000,Experienced (Non-Manager)
Wisconsin,51000,Entry Level
Wisconsin,32500,Experienced (Non-Manager)
Nevada,41500,Accounting/Finance/Insurance
Wisconsin,82500,Manager (Manager/Supervisor of Staff)
Nevada,50000,Accounting/Finance/Insurance
Nevada,40000,Sales/Retail/Business Development
Nevada,102500,Medical/Health
Nevada,62500,Experienced (Non-Manager)
Nevada,85000,Accounting/Finance/Insurance
Nevada,100000,Manager (Manager/Supervisor of Staff)
Wisconsin,42500,Experienced (Non-Manager)
Nevada,67500,Manager (Manager/Supervisor of Staff)
Nevada,32500,Entry Level
South carolina,275000,Entry Level
Florida,87500,Manager (Manager/Supervisor of Staff)
Washington,137500,"Executive (SVP, VP, Department Head, etc)"
Maryland,62500,Experienced (Non-Manager)
California,167500,Manager (Manager/Supervisor of Staff)
Texas,57500,Manager (Manager/Supervisor of Staff)
Ohio,97500,Experienced (Non-Manager)
Colorado,75129,Accounting/Finance/Insurance
Colorado,100000,Medical/Health
Colorado,100000,Sales/Retail/Business Development
California,125000,Sales/Retail/Business Development
California,43000,Sales/Retail/Business Development
Massachusetts,47500,Experienced (Non-Manager)
Arkansas,80000,Manufacturing/Production/Operations
Kansas,55000,Manager (Manager/Supervisor of Staff)
Texas,90000,Building Construction/Skilled Trades
Texas,105000,Building Construction/Skilled Trades
Texas,95000,Building Construction/Skilled Trades
Colorado,54100,Experienced (Non-Manager)
Colorado,45000,Building Construction/Skilled Trades
Colorado,40000,Manager (Manager/Supervisor of Staff)
Colorado,39520,Accounting/Finance/Insurance
Texas,90000,Building Construction/Skilled Trades
Texas,92500,Building Construction/Skilled Trades
Texas,95000,Building Construction/Skilled Trades
Colorado,43750,Experienced (Non-Manager)
Colorado,42000,Accounting/Finance/Insurance
New York,22500,Installation/Maintenance/Repair
Texas,115000,Manager (Manager/Supervisor of Staff)
Texas,57500,Accounting/Finance/Insurance
Texas,62500,Accounting/Finance/Insurance
Texas,60000,Manager (Manager/Supervisor of Staff)
Texas,67500,Experienced (Non-Manager)
Texas,35000,Sales/Retail/Business Development
Texas,90000,Building Construction/Skilled Trades
Texas,77500,Building Construction/Skilled Trades
Nevada,80000,Accounting/Finance/Insurance
North Carolina,87500,"Executive (SVP, VP, Department Head, etc)"
Missouri,38000,Installation/Maintenance/Repair
Florida,45000,Installation/Maintenance/Repair
Louisiana,50000,Entry Level
New jersey,40000,Manager (Manager/Supervisor of Staff)
Virginia,32500,Entry Level
Illinois,50000,Experienced (Non-Manager)
Texas,34000,Installation/Maintenance/Repair
California,90078,Experienced (Non-Manager)
New jersey,42500,Experienced (Non-Manager)
Iowa,117500,Manager (Manager/Supervisor of Staff)
Florida,90000,Experienced (Non-Manager)
Pennsylvania,37500,Entry Level
Illinois,65000,Entry Level
New jersey,95000,Experienced (Non-Manager)
Ohio,32500,Experienced (Non-Manager)
New jersey,52500,Experienced (Non-Manager)
Ohio,47500,Manager (Manager/Supervisor of Staff)
North Carolina,70000,Manager (Manager/Supervisor of Staff)
Virginia,66500,Experienced (Non-Manager)
Indiana,40000,Entry Level
Tennessee,31500,Entry Level
Illinois,35000,Experienced (Non-Manager)
New jersey,57000,Experienced (Non-Manager)
Kansas,82500,Manager (Manager/Supervisor of Staff)
Florida,40000,Experienced (Non-Manager)
North Carolina,55000,Manager (Manager/Supervisor of Staff)
Indiana,50000,Experienced (Non-Manager)
New jersey,50000,Manager (Manager/Supervisor of Staff)
Illinois,80000,Experienced (Non-Manager)
New York,67500,Experienced (Non-Manager)
New jersey,57000,Experienced (Non-Manager)
Virginia,60000,Experienced (Non-Manager)
Virginia,50000,Manager (Manager/Supervisor of Staff)
New jersey,70000,Experienced (Non-Manager)
South carolina,70000,Experienced (Non-Manager)
Arkansas,65000,Experienced (Non-Manager)
North Dakota,42500,Experienced (Non-Manager)
Iowa,55000,Experienced (Non-Manager)
Texas,52500,Installation/Maintenance/Repair
Texas,47800,Experienced (Non-Manager)
California,77664,Experienced (Non-Manager)
New jersey,55000,Installation/Maintenance/Repair
Massachusetts,50000,Experienced (Non-Manager)
Massachusetts,55000,Experienced (Non-Manager)
Minnesota,56000,Experienced (Non-Manager)
Massachusetts,54000,Experienced (Non-Manager)
Ohio,115000,Manager (Manager/Supervisor of Staff)
Illinois,36000,Entry Level
Florida,45000,Manager (Manager/Supervisor of Staff)
California,62500,Experienced (Non-Manager)
Texas,36000,Manager (Manager/Supervisor of Staff)
New York,60000,Manager (Manager/Supervisor of Staff)
Pennsylvania,72500,Manager (Manager/Supervisor of Staff)
Kentucky,77500,Manufacturing/Production/Operations
North Carolina,57500,Experienced (Non-Manager)
North Carolina,47500,Manager (Manager/Supervisor of Staff)
Missouri,80000,Manager (Manager/Supervisor of Staff)
Missouri,125000,Manager (Manager/Supervisor of Staff)
Arizona,67500,Manager (Manager/Supervisor of Staff)
California,175000,"Executive (SVP, VP, Department Head, etc)"
Pennsylvania,27500,Entry Level
New jersey,39000,Experienced (Non-Manager)
Illinois,67500,Experienced (Non-Manager)
Indiana,72500,Experienced (Non-Manager)
Mississippi,57500,Manufacturing/Production/Operations
Mississippi,47500,Manager (Manager/Supervisor of Staff)
Ohio,57500,Manufacturing/Production/Operations
Wisconsin,45000,Experienced (Non-Manager)
Missouri,92500,Manager (Manager/Supervisor of Staff)
Iowa,85000,Manager (Manager/Supervisor of Staff)
Florida,37500,Manager (Manager/Supervisor of Staff)
Florida,72500,Manager (Manager/Supervisor of Staff)
Kentucky,63000,Experienced (Non-Manager)
Minnesota,77000,Manager (Manager/Supervisor of Staff)
Ohio,110000,Manufacturing/Production/Operations
Ohio,95000,Experienced (Non-Manager)
Kentucky,38500,Experienced (Non-Manager)
North Carolina,47500,Manager (Manager/Supervisor of Staff)
Georgia,80000,IT/Software Development
Wisconsin,62500,Experienced (Non-Manager)
Missouri,85000,Experienced (Non-Manager)
Wisconsin,55000,Experienced (Non-Manager)
Wisconsin,83500,Experienced (Non-Manager)
Illinois,41000,Experienced (Non-Manager)
Illinois,40000,Quality Assurance/Safety
Illinois,85000,Experienced (Non-Manager)
Texas,97500,Quality Assurance/Safety
Alabama,87500,Manager (Manager/Supervisor of Staff)
Michigan,125000,Experienced (Non-Manager)
Alabama,72500,Project/Program Management
Pennsylvania,85000,Quality Assurance/Safety
Texas,36500,Experienced (Non-Manager)
Texas,112500,Manager (Manager/Supervisor of Staff)
California,28500,Accounting/Finance/Insurance
California,55000,Accounting/Finance/Insurance
California,70000,Accounting/Finance/Insurance
California,27500,Accounting/Finance/Insurance
Illinois,70000,Sales/Retail/Business Development
North Carolina,250000,Medical/Health
Illinois,70000,Sales/Retail/Business Development
West Virginia,70000,Sales/Retail/Business Development
Maryland,70000,Sales/Retail/Business Development
California,125000,Experienced (Non-Manager)
Pennsylvania,70000,Sales/Retail/Business Development
Mississippi,70000,Sales/Retail/Business Development
Georgia,70000,Sales/Retail/Business Development
Indiana,70000,Sales/Retail/Business Development
Illinois,70000,Sales/Retail/Business Development
Pennsylvania,70000,Sales/Retail/Business Development
Georgia,70000,Sales/Retail/Business Development
Mississippi,70000,Sales/Retail/Business Development
Maryland,70000,Sales/Retail/Business Development
Illinois,70000,Sales/Retail/Business Development
Missouri,70000,Sales/Retail/Business Development
Missouri,70000,Sales/Retail/Business Development
Wisconsin,35000,Customer Support/Client Care
Texas,70000,Sales/Retail/Business Development
Texas,90000,Manager (Manager/Supervisor of Staff)
Texas,87500,Medical/Health
California,70000,Experienced (Non-Manager)
California,65000,Accounting/Finance/Insurance
Kentucky,70000,Sales/Retail/Business Development
Indiana,28655,Customer Support/Client Care
Texas,57782.4,Customer Support/Client Care
Ohio,48500,Manager (Manager/Supervisor of Staff)
North Carolina,21500,Entry Level
Massachusetts,92500,Accounting/Finance/Insurance
Massachusetts,82500,Experienced (Non-Manager)
Rhode island,75000,Experienced (Non-Manager)
Massachusetts,57500,Experienced (Non-Manager)
Florida,60000,Accounting/Finance/Insurance
Tennessee,70000,Sales/Retail/Business Development
Illinois,70000,Sales/Retail/Business Development
California,50000,Administrative/Clerical
California,55000,Accounting/Finance/Insurance
Wisconsin,67500,Human Resources
Texas,95000,Experienced (Non-Manager)
California,60000,Accounting/Finance/Insurance
Indiana,92500,Experienced (Non-Manager)
California,130000,Business/Strategic Management
California,125000,Sales/Retail/Business Development
Massachusetts,109000,Manager (Manager/Supervisor of Staff)
Massachusetts,80000,Experienced (Non-Manager)
New jersey,150000,Biotech/R&D/Science
Virginia,72500,Biotech/R&D/Science
New jersey,150000,Biotech/R&D/Science
New jersey,150000,Biotech/R&D/Science
Minnesota,79500,Experienced (Non-Manager)
Texas,72500,Experienced (Non-Manager)
Tennessee,70000,Human Resources
Pennsylvania,55000,Experienced (Non-Manager)
New York,65000,Experienced (Non-Manager)
New jersey,110000,Human Resources
Virginia,40000,Experienced (Non-Manager)
California,57500,Experienced (Non-Manager)
Ohio,85000,Experienced (Non-Manager)
Pennsylvania,27500,Legal
Utah,80000,Experienced (Non-Manager)
Massachusetts,76500,Legal
New York,47500,Experienced (Non-Manager)
Massachusetts,80000,Legal
Tennessee,95000,Experienced (Non-Manager)
Illinois,82500,Sales/Retail/Business Development
Illinois,105000,Experienced (Non-Manager)
Illinois,76000,Desktop Service and Support
Illinois,82500,Sales/Retail/Business Development
Illinois,32500,Sales/Retail/Business Development
Ohio,70000,Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
Ohio,90000,IT/Software Development
Ohio,110000,Sales/Retail/Business Development
Ohio,70000,Sales/Retail/Business Development
Ohio,60000,Engineering
Ohio,102500,Project/Program Management
Ohio,85000,IT/Software Development
Ohio,112500,Experienced (Non-Manager)
Ohio,77500,IT/Software Development
Ohio,75000,Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
Ohio,57500,Engineering
Ohio,70000,Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
Indiana,70000,Sales/Retail/Business Development
Texas,97500,Marketing/Product
North Carolina,92500,Engineering
North Carolina,95042.5,Manager (Manager/Supervisor of Staff)
Indiana,28250,Manager (Manager/Supervisor of Staff)
Wisconsin,115000,Quality Assurance/Safety
Ohio,72500,Experienced (Non-Manager)
Michigan,56000,Project/Program Management
Georgia,50000,Entry Level
Maine,70000,Entry Level
Pennsylvania,60000,Experienced (Non-Manager)
Pennsylvania,82500,Experienced (Non-Manager)
Utah,65000,Experienced (Non-Manager)
California,77500,Manager (Manager/Supervisor of Staff)
Texas,110000,Project/Program Management
Massachusetts,45000,Experienced (Non-Manager)
West Virginia,37500,Experienced (Non-Manager)
Ohio,85000,Manager (Manager/Supervisor of Staff)
California,80000,Project/Program Management
Texas,67500,Manager (Manager/Supervisor of Staff)
Michigan,57500,Experienced (Non-Manager)
Connecticut,85000,"Executive (SVP, VP, Department Head, etc)"
Florida,60000,Experienced (Non-Manager)
Michigan,130000,Experienced (Non-Manager)
California,115000,Manager (Manager/Supervisor of Staff)
Iowa,36000,Experienced (Non-Manager)
Kansas,65000,Quality Assurance/Safety
New jersey,75000,Manager (Manager/Supervisor of Staff)
California,50000,Manager (Manager/Supervisor of Staff)
Pennsylvania,102500,Manager (Manager/Supervisor of Staff)
Alabama,110000,Quality Assurance/Safety
Minnesota,42500,Experienced (Non-Manager)
Florida,40000,Manager (Manager/Supervisor of Staff)
Kentucky,90000,Manager (Manager/Supervisor of Staff)
North Carolina,62500,Project/Program Management
Florida,90459,Manager (Manager/Supervisor of Staff)
Montana,55000,"Executive (SVP, VP, Department Head, etc)"
Pennsylvania,55000,Manager (Manager/Supervisor of Staff)
Louisiana,95000,Experienced (Non-Manager)
Montana,55000,"Executive (SVP, VP, Department Head, etc)"
Iowa,75000,Manager (Manager/Supervisor of Staff)
South carolina,70000,IT Project ManagementGeneral/Other: Project/Program ManagementProject Management
Minnesota,52500,Entry Level
New jersey,32500,Entry Level
Mississippi,81000,Experienced (Non-Manager)
California,90000,Experienced (Non-Manager)
Connecticut,100000,Experienced (Non-Manager)
New jersey,100000,Manager (Manager/Supervisor of Staff)
Ohio,62500,Manager (Manager/Supervisor of Staff)
Massachusetts,65000,Experienced (Non-Manager)
Illinois,100000,Experienced (Non-Manager)
Kentucky,80000,Manager (Manager/Supervisor of Staff)
Washington,50000,Experienced (Non-Manager)
Alabama,102500,Manager (Manager/Supervisor of Staff)
Florida,50000,Manager (Manager/Supervisor of Staff)
California,65000,Experienced (Non-Manager)
Utah,65000,Manager (Manager/Supervisor of Staff)
Florida,52500,Manager (Manager/Supervisor of Staff)
Georgia,90000,Manager (Manager/Supervisor of Staff)
Louisiana,100000,Project/Program Management
South carolina,91900,Experienced (Non-Manager)
New jersey,57500,Experienced (Non-Manager)
New jersey,47500,Experienced (Non-Manager)
Missouri,77500,Manager (Manager/Supervisor of Staff)
Colorado,37500,Experienced (Non-Manager)
Illinois,90000,Experienced (Non-Manager)
Missouri,65000,Quality Assurance/Safety
Texas,110000,Project/Program Management
Virginia,21250,Entry Level
Montana,55000,"Executive (SVP, VP, Department Head, etc)"
Massachusetts,180000,Project/Program Management
Pennsylvania,77500,Manager (Manager/Supervisor of Staff)
New jersey,195000,Experienced (Non-Manager)
California,75000,Manager (Manager/Supervisor of Staff)
North Carolina,67500,Manager (Manager/Supervisor of Staff)
Ohio,52500,Manager (Manager/Supervisor of Staff)
Illinois,95000,"Executive (SVP, VP, Department Head, etc)"
Michigan,80000,Experienced (Non-Manager)
Iowa,74000,Experienced (Non-Manager)
Illinois,52500,Experienced (Non-Manager)
Virginia,57500,Biotech/R&D/Science
Maryland,66500,Experienced (Non-Manager)
Illinois,65000,Manager (Manager/Supervisor of Staff)
Utah,67500,"Executive (SVP, VP, Department Head, etc)"
Wisconsin,75000,Experienced (Non-Manager)
New jersey,30000,Experienced (Non-Manager)
Connecticut,110000,Manager (Manager/Supervisor of Staff)
California,37500,Manager (Manager/Supervisor of Staff)
Tennessee,117500,Quality Assurance/Safety
Kansas,62500,Experienced (Non-Manager)
Pennsylvania,50000,Entry Level
Massachusetts,92500,Experienced (Non-Manager)
Illinois,267500,"Executive (SVP, VP, Department Head, etc)"
Florida,36500,Software Quality Assurance
Pennsylvania,41000,Entry Level
New York,92500,Experienced (Non-Manager)
Washington,41500,Entry Level
Missouri,71000,Quality Assurance/Safety
Kentucky,65000,Experienced (Non-Manager)
Utah,100000,Experienced (Non-Manager)
New jersey,42500,Experienced (Non-Manager)
Ohio,75000,Experienced (Non-Manager)
West Virginia,69000,Quality Assurance/Safety
Colorado,70000,Manager (Manager/Supervisor of Staff)
California,100000,Experienced (Non-Manager)
Tennessee,37500,Manager (Manager/Supervisor of Staff)
Texas,50000,Experienced (Non-Manager)
Georgia,87500,Quality Assurance/Safety
New York,85000,Manager (Manager/Supervisor of Staff)
Indiana,85000,Experienced (Non-Manager)
California,70000,Experienced (Non-Manager)
Kansas,113800,Experienced (Non-Manager)
Massachusetts,152500,Manager (Manager/Supervisor of Staff)
Massachusetts,60000,Manager (Manager/Supervisor of Staff)
Virginia,70000,Manager (Manager/Supervisor of Staff)
California,65000,Accounting/Finance/Insurance
New jersey,60000,Accounting/Finance/Insurance
Georgia,52500,Experienced (Non-Manager)
New jersey,32500,Logistics/Transportation
Georgia,100000,Experienced (Non-Manager)
Georgia,82500,Sales/Retail/Business Development
Georgia,82500,Sales/Retail/Business Development
Georgia,112500,Experienced (Non-Manager)
Massachusetts,100000,Accounting/Finance/Insurance
Massachusetts,47500,Accounting/Finance/Insurance
Massachusetts,70000,Experienced (Non-Manager)
North Carolina,21500,Entry Level
California,121000,Accounting/Finance/Insurance
Massachusetts,55000,Accounting/Finance/Insurance
Maryland,47500,Manager (Manager/Supervisor of Staff)
Maryland,47500,Manager (Manager/Supervisor of Staff)
Texas,100000,Accounting/Finance/Insurance
Massachusetts,90000,Experienced (Non-Manager)
Indiana,42000,Entry Level
Tennessee,90000,Quality Assurance/Safety
Florida,42500,Experienced (Non-Manager)
Washington,115569,Biotech/R&D/Science
Texas,120000,Building Construction/Skilled Trades
Florida,45000,Manager (Manager/Supervisor of Staff)
Illinois,102500,Manager (Manager/Supervisor of Staff)
Ohio,38000,Manager (Manager/Supervisor of Staff)
Texas,46500,Manager (Manager/Supervisor of Staff)
Massachusetts,27000,Manager (Manager/Supervisor of Staff)
Colorado,42500,"Executive (SVP, VP, Department Head, etc)"
North Carolina,482500,Manager (Manager/Supervisor of Staff)
Colorado,82500,Student (High School)
Texas,35000,Manager (Manager/Supervisor of Staff)
Pennsylvania,68000,Manager (Manager/Supervisor of Staff)
Florida,48000,Manager (Manager/Supervisor of Staff)
Ohio,38500,Manager (Manager/Supervisor of Staff)
Missouri,37500,Experienced (Non-Manager)
Texas,52500,Manager (Manager/Supervisor of Staff)
California,67500,Food Services/Hospitality
Pennsylvania,50000,Food Services/Hospitality
Ohio,38000,Manager (Manager/Supervisor of Staff)
South carolina,62500,Manager (Manager/Supervisor of Staff)
Virginia,55000,Manager (Manager/Supervisor of Staff)
California,52500,Food Services/Hospitality
Pennsylvania,70000,Manager (Manager/Supervisor of Staff)
Florida,53500,Food Services/Hospitality
Pennsylvania,62500,Manager (Manager/Supervisor of Staff)
Kansas,40000,Food Services/Hospitality
North Carolina,482500,Manager (Manager/Supervisor of Staff)
Pennsylvania,41500,Manager (Manager/Supervisor of Staff)
Missouri,37500,Manager (Manager/Supervisor of Staff)
Massachusetts,52500,Food Services/Hospitality
Florida,47500,Manager (Manager/Supervisor of Staff)
Florida,60000,Manager (Manager/Supervisor of Staff)
Tennessee,35500,Manager (Manager/Supervisor of Staff)
California,72500,Manager (Manager/Supervisor of Staff)
Rhode island,95000,Manager (Manager/Supervisor of Staff)
Massachusetts,120000,Manager (Manager/Supervisor of Staff)
Ohio,50000,Quality Assurance/Safety
Maryland,67500,IT/Software Development
North Carolina,80000,Installation/Maintenance/Repair
Ohio,57500,Manufacturing/Production/Operations
Texas,32500,Manufacturing/Production/Operations
Virginia,55000,Manufacturing/Production/Operations
Pennsylvania,57500,Manufacturing/Production/Operations
New jersey,82500,Manufacturing/Production/Operations
Texas,32500,Manufacturing/Production/Operations
Florida,60000,Manager (Manager/Supervisor of Staff)
Massachusetts,85000,Experienced (Non-Manager)
Massachusetts,65000,Experienced (Non-Manager)
Massachusetts,72500,Experienced (Non-Manager)
Massachusetts,70000,Accounting/Finance/Insurance
Massachusetts,55000,Manager (Manager/Supervisor of Staff)
Massachusetts,85000,Experienced (Non-Manager)
Massachusetts,62500,Experienced (Non-Manager)
Massachusetts,137500,Manager (Manager/Supervisor of Staff)
Massachusetts,122500,Manager (Manager/Supervisor of Staff)
Massachusetts,52500,Accounting/Finance/Insurance
Massachusetts,62500,Experienced (Non-Manager)
Massachusetts,52500,Experienced (Non-Manager)
Massachusetts,55000,Accounting/Finance/Insurance
Massachusetts,102500,Experienced (Non-Manager)
Massachusetts,62500,Accounting/Finance/Insurance
Massachusetts,95000,Experienced (Non-Manager)
Massachusetts,72500,Experienced (Non-Manager)
Massachusetts,120000,Manager (Manager/Supervisor of Staff)
Massachusetts,72500,Experienced (Non-Manager)
Massachusetts,80000,Manager (Manager/Supervisor of Staff)
Massachusetts,60000,Experienced (Non-Manager)
Massachusetts,125000,Experienced (Non-Manager)
Illinois,87500,Building Construction/Skilled Trades
Illinois,90000,Building Construction/Skilled Trades
Ohio,75000,Manager (Manager/Supervisor of Staff)
Ohio,37500,Sales/Retail/Business Development
Ohio,35360,Experienced (Non-Manager)
Virginia,65000,Experienced (Non-Manager)
Massachusetts,140000,Accounting/Finance/Insurance
Massachusetts,87500,Experienced (Non-Manager)
Massachusetts,112500,Manager (Manager/Supervisor of Staff)
Rhode island,95000,Manager (Manager/Supervisor of Staff)
Florida,55000,Accounting/Finance/Insurance
Ohio,42500,Accounting/Finance/Insurance
Massachusetts,77500,Experienced (Non-Manager)
Massachusetts,152500,Accounting/Finance/Insurance
Illinois,130000,Accounting/Finance/Insurance
New jersey,90000,Accounting/Finance/Insurance
Massachusetts,80000,Accounting/Finance/Insurance
Florida,45000,Experienced (Non-Manager)
Maryland,75000,Experienced (Non-Manager)
Massachusetts,57500,Accounting/Finance/Insurance
Massachusetts,150000,Accounting/Finance/Insurance
Florida,45000,Experienced (Non-Manager)
Massachusetts,38500,Experienced (Non-Manager)
Massachusetts,77500,Experienced (Non-Manager)
Florida,52500,Experienced (Non-Manager)
Texas,70000,Manager (Manager/Supervisor of Staff)
Massachusetts,72500,Experienced (Non-Manager)
Florida,46000,Experienced (Non-Manager)
Florida,70000,Experienced (Non-Manager)
Michigan,34500,Entry Level
Virginia,90000,Manager (Manager/Supervisor of Staff)
Ohio,55919.5,Experienced (Non-Manager)
Virginia,92500,Experienced (Non-Manager)
Massachusetts,53500,Accounting/Finance/Insurance
Virginia,95000,Experienced (Non-Manager)
Virginia,95000,Experienced (Non-Manager)
Massachusetts,55000,Accounting/Finance/Insurance
Massachusetts,53500,Experienced (Non-Manager)
